row_label_raw,row_label_full,Công ty cho thuê > Các khoản nợthuê tài chính,Số cuối năm > 260.244.851.964,Kỳ hạn trả gốc và lãi > Gốc vay được trả lần cuối trong giai đoạn từ tháng 1 năm 2018 đến tháng 11 năm 2022. Lãi vay trả hàng tháng.,"Đơn vị tính: VNDLãi suất năm > 8,5%-10,5%",numeric__Số cuối năm > 260.244.851.964,numeric__Kỳ hạn trả gốc và lãi > Gốc vay được trả lần cuối trong giai đoạn từ tháng 1 năm 2018 đến tháng 11 năm 2022. Lãi vay trả hàng tháng.,"numeric__Đơn vị tính: VNDLãi suất năm > 8,5%-10,5%"
Tổng cộng,Tổng cộng,Tổng cộng,260.244.851.964,,,260244851964.0,,
Trong đó:Nợ dài hạnđến hạn trảNợ dài hạn,Trong đó:Nợ dài hạnđến hạn trảNợ dài hạn,Trong đó:Nợ dài hạnđến hạn trảNợ dài hạn,77.634.940.386182.609.911.578,,,7.763494038618261e+22,,
