row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,3.771.630.317.776,3.118.500.067.944,,,3771630317776.0,3118500067944.0
110,110,110,I. Tiến và các khoản tương đương tiền,4,198.282.057.822,258.696.701.924,,4.0,198282057822.0,258696701924.0
111,111,111,1. Tiền,,128.282.057.822,258.696.701.924,,,128282057822.0,258696701924.0
112,112,112,2. Các khoản tương đương tiền,,70.000.000.000,-,,,70000000000.0,
120,120,120,II. Đầu tư tài chính ngắn hạn,,399.560.275.514,360.223.819.498,,,399560275514.0,360223819498.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,5,399.560.275.514,360.223.819.498,,5.0,399560275514.0,360223819498.0
130,130,130,III. Các khoản phải thu ngắn hạn,,2.276.402.766.796,1.410.651.280.183,,,2276402766796.0,1410651280183.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6.1,2.333.023.744.258,1.248.606.810.499,,61.0,2333023744258.0,1248606810499.0
132,132,132,2. Trả trước cho người bản ngắn hạn,6.2,79.488.224.819,98.481.586.653,,62.0,79488224819.0,98481586653.0
136,136,136,3. Phải thu ngắn hạn khác,7,46.434.253.119,63.562.883.031,,7.0,46434253119.0,63562883031.0
137,137,137,4. Dự phòng phải thu ngắn hạn,6.1,(182.543.455.400),-,,61.0,-182543455400.0,
140,140,140,IV. Hàng tồn kho,8,848.675.723.347,1.058.101.538.978,,8.0,848675723347.0,1058101538978.0
141,141,141,1. Hàng tồn kho,,848.675.723.347,1.058.101.538.978,,,848675723347.0,1058101538978.0
150,150,150,V. Tài sản ngắn hạn khác,,48.709.494.297,30.826.727.361,,,48709494297.0,30826727361.0
151,151,151,1. Chi phí trả trước ngắn hạn,,550.779.166,826.718.211,,,550779166.0,826718211.0
152,152,152,2. Thuế GTGT được khấu trừ,17,40.818.583.351,26.820.325.542,,17.0,40818583351.0,26820325542.0
155,155,155,3. Tài sản ngắn hạn khác,,7.340.131.780,3.179.683.608,,,7340131780.0,3179683608.0
200,200,200,B. TÀI SẢN DÀI HẠN,,2.627.576.526.863,1.776.002.862.918,,,2627576526863.0,1776002862918.0
210,210,210,I. Phải thu dài hạn khác,,6.067.880.000,5.446.121.000,,,6067880000.0,5446121000.0
216,216,216,1. Phải thu dài hạn khác,9,6.067.880.000,5.446.121.000,,9.0,6067880000.0,5446121000.0
220,220,220,II. Tài sản cố định,,1.212.717.115.867,1.017.612.984.662,,,1212717115867.0,1017612984662.0
221,221,221,1. Tài sản cố định hữu hình,10,901.784.097.034,763.715.601.680,,10.0,901784097034.0,763715601680.0
222,222,222,Nguyên giá,,1.376.856.052.999,1.193.567.236.231,,,1376856052999.0,1193567236231.0
223,223,223,Giá trị hao mòn lũy kế,,(475.071.955.965),(429.851.634.551),,,-475071955965.0,-429851634551.0
224,224,224,2. Tài sản cố định thuê tài chính,11,310.933.018.833,253.897.382.982,,11.0,310933018833.0,253897382982.0
225,225,225,Nguyên giá,,421.132.213.478,354.712.086.074,,,421132213478.0,354712086074.0
226,226,226,Giá trị hao mòn lũy kế,,(110.199.194.645),(100.814.703.092),,,-110199194645.0,-100814703092.0
240,240,240,III. Tài sản dở dang dài hạn,,854.786.576.468,367.308.251.970,,,854786576468.0,367308251970.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,12,854.786.576.468,367.308.251.970,,12.0,854786576468.0,367308251970.0
250,250,250,IV. Đầu tư tài chính dài hạn,14,554.004.954.528,385.635.505.286,,14.0,554004954528.0,385635505286.0
251,251,251,1. Đầu tư vào công ty con,14.1,575.402.443.085,456.592.003.947,,141.0,575402443085.0,456592003947.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",14.2,110.000.000.000,20.000.000.000,,142.0,110000000000.0,20000000000.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,(131.397.488.557),(90.956.498.661),,,-131397488557.0,-90956498661.0
270,270,270,TỔNG CỘNG TÀI SẢN,,6.399.206.844.639,4.894.502.930.862,,,6399206844639.0,4894502930862.0
