row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,6.151.266.597.198,4.721.229.699.499,6151266597198.0,4721229699499.0
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
Doanh thu bán thành phẩm,Trong đó > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,3.230.244.583.017,3.770.483.432.427,3230244583017.0,3770483432427.0
"Doanh thu bán vật liệu, hàng hóa","Trong đó > Doanh thu bán vật liệu, hàng hóa","Doanh thu bán vật liệu, hàng hóa",2.100.594.288.556,946.317.415.254,2100594288556.0,946317415254.0
Doanh thu chuyển nhượng bất động sản (*),Trong đó > Doanh thu chuyển nhượng bất động sản (*),Doanh thu chuyển nhượng bất động sản (*),798.421.737.444,-,798421737444.0,
Doanh thu dịch vụ xây lắp (*),Trong đó > Doanh thu dịch vụ xây lắp (*),Doanh thu dịch vụ xây lắp (*),22.005.988.181,4.428.851.818,22005988181.0,4428851818.0
Các khoản giảm trừ doanh thu,Trong đó > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(72.086.323.162),(101.806.310.557),-72086323162.0,-101806310557.0
Chiết khấu thương mại,Trong đó > Chiết khấu thương mại,Chiết khấu thương mại,(67.464.524.597),(93.895.727.662),-67464524597.0,-93895727662.0
Hàng bán bị trả lại,Trong đó > Hàng bán bị trả lại,Hàng bán bị trả lại,(4.621.798.565),(7.910.582.895),-4621798565.0,-7910582895.0
Doanh thu thuần,Trong đó > Doanh thu thuần,Doanh thu thuần,6.079.180.274.036,4.619.423.388.942,6079180274036.0,4619423388942.0
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
Doanh thu bán thành phẩm,Trong đó > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,3.158.158.259.855,3.668.677.121.870,3158158259855.0,3668677121870.0
Doanh thu bán hàng hóa,Trong đó > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,2.100.594.288.556,946.317.415.254,2100594288556.0,946317415254.0
Doanh thu chuyển nhượng bất động sản,Trong đó > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,798.421.737.444,-,798421737444.0,
Doanh thu dịch vụ xây lắp,Trong đó > Doanh thu dịch vụ xây lắp,Doanh thu dịch vụ xây lắp,22.005.988.181,4.428.851.818,22005988181.0,4428851818.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên thứ ba,Trong đó: > Doanh thu đối với bên thứ ba,Doanh thu đối với bên thứ ba,2.747.769.509.086,2.960.681.316.229,2747769509086.0,2960681316229.0
Doanh thu đối với bên liên quan(Thuyết minh số 30),Trong đó: > Doanh thu đối với bên liên quan(Thuyết minh số 30),Doanh thu đối với bên liên quan(Thuyết minh số 30),3.331.410.764.950,1.658.742.072.713,3331410764950.0,1658742072713.0
