row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp/bù trừ trong năm,Số đã nộp trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp/bù trừ trong năm,numeric__Số đã nộp trong năm,numeric__Số cuối năm
,,,VND,VND,VND,VND,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,568.296.117.955,562.762.034.031,5.534.083.924,,568296117955.0,562762034031.0,5534083924.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,16.096.654.398,16.096.654.398,-,,16096654398.0,16096654398.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,37.064.095.349,171.397.040.386,134.712.478.038,73.748.657.697,37064095349.0,171397040386.0,134712478038.0,73748657697.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,5.121.336.047,44.498.324.684,43.475.326.902,6.144.333.829,5121336047.0,44498324684.0,43475326902.0,6144333829.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,6.497.562.545,79.843.051.673,84.994.506.862,1.346.107.356,6497562545.0,79843051673.0,84994506862.0,1346107356.0
,,,48.682.993.941,880.131.189.096,842.041.000.231,86.773.182.806,48682993941.0,880131189096.0,842041000231.0,86773182806.0
