row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,Số đầu năm > Tăng,Trong năm > Giảm,Trong năm > VND Chênh lệch tỷ giá,Số cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Tăng,numeric__Trong năm > Giảm,numeric__Trong năm > VND Chênh lệch tỷ giá,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ
Vay dài hạn,Vay dài hạn,Vay dài hạn,1.984.143.645.915,1.984.143.645.915,4.608.550.435.858,588.779.133.541,(16.035.857.357),5.987.879.090.875,5.987.879.090.875,1984143645915.0,1984143645915.0,4608550435858.0,588779133541.0,-16035857357.0,5987879090875.0,5987879090875.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,1.984.143.645.915,1.984.143.645.915,4.608.550.435.858,588.779.133.541,(16.035.857.357),5.987.879.090.875,5.987.879.090.875,1984143645915.0,1984143645915.0,4608550435858.0,588779133541.0,-16035857357.0,5987879090875.0,5987879090875.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,,,,
Vay dài hạn đến hạn trả,Trong đó: > Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,588.779.133.539,588.779.133.539,,,,352.962.544.768,352.962.544.768,588779133539.0,588779133539.0,,,,352962544768.0,352962544768.0
Vay dài hạn,Trong đó: > Vay dài hạn,Vay dài hạn,1.395.364.512.376,1.395.364.512.376,,,,5.634.916.546.107,5.634.916.546.107,1395364512376.0,1395364512376.0,,,,5634916546107.0,5634916546107.0
