row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,Số đầu năm > Tăng,Trong năm > Giảm,Trong năm > VND Chênh lệch tỷ giá,Số cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Tăng,numeric__Trong năm > Giảm,numeric__Trong năm > VND Chênh lệch tỷ giá,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,4.020.405.468.306,4.020.405.468.306,13.375.333.966.907,13.741.451.977.673,-,3.654.287.457.540,3.654.287.457.540,4020405468306.0,4020405468306.0,13375333966907.0,13741451977673.0,,3654287457540.0,3654287457540.0
Vay dài hạn đến hạn trả (Xem Thuyết minh số 20b),Vay dài hạn đến hạn trả (Xem Thuyết minh số 20b),Vay dài hạn đến hạn trả (Xem Thuyết minh số 20b),588.779.133.539,588.779.133.539,350.065.433.666,588.779.133.541,2.897.111.104,352.962.544.768,352.962.544.768,588779133539.0,588779133539.0,350065433666.0,588779133541.0,2897111104.0,352962544768.0,352962544768.0
,,,4.609.184.601.845,4.609.184.601.845,13.725.399.400.573,14.330.231.111.214,2.897.111.104,4.007.250.002.308,4.007.250.002.308,4609184601845.0,4609184601845.0,13725399400573.0,14330231111214.0,2897111104.0,4007250002308.0,4007250002308.0
