row_label_raw,row_label_full,Cổ đông,Theo Giấy chứng nhận Đăng ký doanh nghiệp sửa đổi,Theo Giấy chứng nhận Đăng ký doanh nghiệp sửa đổi_1,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Theo Giấy chứng nhận Đăng ký doanh nghiệp sửa đổi,numeric__Theo Giấy chứng nhận Đăng ký doanh nghiệp sửa đổi_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Cổ đông,Cổ đông,Cổ đông,VND,%,VND,%,VND,%,,,,,,
Tập đoàn Dầu khí Việt Nam,Cổ đông > Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,18.721.414.770.000,"79,94%",18.721.414.770.000,"79,94%",18.721.414.770.000,"79,94%",18721414770000.0,0.7994,18721414770000.0,0.7994,18721414770000.0,0.7994
Các cổ đông khác,Cổ đông > Các cổ đông khác,Các cổ đông khác,4.697.301.230.000,"20,06%",4.697.301.230.000,"20,06%",4.697.301.230.000,"20,06%",4697301230000.0,0.2006,4697301230000.0,0.2006,4697301230000.0,0.2006
,,,23.418.716.000.000,100%,23.418.716.000.000,100%,23.418.716.000.000,100%,23418716000000.0,1.0,23418716000000.0,1.0,23418716000000.0,1.0
