row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,22.983.405.092.110,19.131.991.771.750,,100.0,,22983405092110.0,19131991771750.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,8.193.082.828.802,7.524.395.202.881,,110.0,4.0,8193082828802.0,7524395202881.0
1,1,1,Tiền,111,,659.082.828.802,409.395.202.881,,111.0,,659082828802.0,409395202881.0
2,2,2,Các khoản tương đương tiền,112,,7.534.000.000.000,7.115.000.000.000,,112.0,,7534000000000.0,7115000000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,74.881.839.297,239.904.066.512,,120.0,5.0,74881839297.0,239904066512.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,74.881.839.297,239.904.066.512,,123.0,,74881839297.0,239904066512.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,11.467.265.822.090,9.244.180.922.507,,130.0,,11467265822090.0,9244180922507.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,9.711.124.913.702,6.486.261.440.196,,131.0,6.0,9711124913702.0,6486261440196.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,1.237.686.127.499,2.045.837.097.908,,132.0,7.0,1237686127499.0,2045837097908.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,1.004.475.577.808,762.512.184.384,,136.0,8.0,1004475577808.0,762512184384.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,9,(486.020.796.919),(50.429.799.981),,137.0,9.0,-486020796919.0,-50429799981.0
IV.,IV.,IV.,Hàng tồn kho,140,10,1.861.524.471.689,1.734.828.617.340,,140.0,10.0,1861524471689.0,1734828617340.0
1.,1.,1.,Hàng tồn kho,141,,1.861.524.471.689,1.734.828.617.340,,141.0,,1861524471689.0,1734828617340.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,1.386.650.130.232,388.682.962.510,,150.0,,1386650130232.0,388682962510.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,11,68.079.411.255,70.100.480.526,,151.0,11.0,68079411255.0,70100480526.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,1.318.570.718.977,318.582.481.984,,152.0,,1318570718977.0,318582481984.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,36.124.486.800.742,26.974.810.198.588,,200.0,,36124486800742.0,26974810198588.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,404.167.000,369.167.000,,210.0,,404167000.0,369167000.0
1.,1.,1.,Phải thu dài hạn khác,216,8,404.167.000,369.167.000,,216.0,8.0,404167000.0,369167000.0
II.,II.,II.,Tài sản cố định,220,,18.023.789.816.120,19.607.314.211.903,,220.0,,18023789816120.0,19607314211903.0
1.,1.,1.,Tài sản cố định hữu hình,221,12,18.006.469.931.400,19.597.407.713.694,,221.0,12.0,18006469931400.0,19597407713694.0
,,,- Nguyên giá,222,,47.256.229.178.594,47.238.942.477.270,,222.0,,47256229178594.0,47238942477270.0
,,,- Giá trị hao mòn lũy kế,223,,(29.249.759.247.194),(27.641.534.763.576),,223.0,,-29249759247194.0,-27641534763576.0
2.,2.,2.,Tài sản cố định vô hình,227,13,17.319.884.720,9.906.498.209,,227.0,13.0,17319884720.0,9906498209.0
,,,- Nguyên giá,228,,70.205.520.203,60.587.439.483,,228.0,,70205520203.0,60587439483.0
,,,- Giá trị hao mòn lũy kế,229,,(52.885.635.483),(50.680.941.274),,229.0,,-52885635483.0,-50680941274.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,8.991.987.362.897,903.139.541.251,,240.0,,8991987362897.0,903139541251.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,14,8.991.987.362.897,903.139.541.251,,242.0,14.0,8991987362897.0,903139541251.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,5,5.777.641.870.337,5.686.162.134.699,,250.0,5.0,5777641870337.0,5686162134699.0
1.,1.,1.,Đầu tư vào công ty con,251,,5.058.738.439.397,4.994.478.439.397,,251.0,,5058738439397.0,4994478439397.0
2.,2.,2.,Đầu tư vào công ty liên kết,252,,365.182.801.000,335.182.801.000,,252.0,,365182801000.0,335182801000.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,394.315.456.500,394.315.456.500,,253.0,,394315456500.0,394315456500.0
4.,4.,4.,Dự phòng đầu tư tài chính dài hạn,254,,(40.594.826.560),(37.814.562.198),,254.0,,-40594826560.0,-37814562198.0
V.,V.,V.,Tài sản dài hạn khác,260,,3.330.663.584.388,777.825.143.735,,260.0,,3330663584388.0,777825143735.0
1.,1.,1.,Chi phí trả trước dài hạn,261,11,2.633.405.496.640,96.771.303.136,,261.0,11.0,2633405496640.0,96771303136.0
2.,2.,2.,Tài sản thuê thu nhập hoãn lại,,,76.335.415.657,,,,,76335415657.0,
3.,3.,3.,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,15,620.922.672.091,681.053.840.599,,263.0,15.0,620922672091.0,681053840599.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,59.107.891.892.852,46.106.801.970.338,,270.0,,59107891892852.0,46106801970338.0
