row_label_raw,row_label_full,Ông Lê Như Linh,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Trương Việt Phương,Ông Trương Việt Phương,Ông Trương Việt Phương,Phó Tổng Giám đốc (Bố nhiệm ngày 27 tháng 11 năm 2023),
Ông Nguyễn Duy Giang,Ông Nguyễn Duy Giang,Ông Nguyễn Duy Giang,Phó Tổng Giám đốc,
Ông Nguyễn Mạnh Tường,Ông Nguyễn Mạnh Tường,Ông Nguyễn Mạnh Tường,Phó Tổng Giám đốc (Miễn nhiệm ngày 20 tháng 10 năm 2023),
Ông Nguyễn Minh Đạo,Ông Nguyễn Minh Đạo,Ông Nguyễn Minh Đạo,Phó Tổng Giám đốc,
Ông Nguyễn Kiên,Ông Nguyễn Kiên,Ông Nguyễn Kiên,Phó Tổng Giám đốc,
Ông Ngô Văn Chiến,Ông Ngô Văn Chiến,Ông Ngô Văn Chiến,Phó Tổng Giám đốc,
Ông Phan Ngọc Hiền,Ông Phan Ngọc Hiền,Ông Phan Ngọc Hiền,Phó Tổng Giám đốc,
