row_label_raw,row_label_full,"Giá trị các khoản phải thuquá hạn thanh toán hoậckhó có khả năng thu hồiCông ty Mua bán Điện- Tập đoàn Điện lực Việt Nam(""EPTC-EVN"")",Số cuối năm > Giá gốc > 571.969.876.546,Số cuối năm > Dự phòng > 457.063.467.644,Số cuối năm > VNDGiá trịcó thể thu hồi > 114.906.408.902,Số cuối năm > Giá gốc > 33.603.754.144,Số cuối năm > Dự phòng > 21.472.470.706,Số đầu năm > VNDGiá trịcó thể thu hồi > 12.131.283.438,numeric__Số cuối năm > Giá gốc > 571.969.876.546,numeric__Số cuối năm > Dự phòng > 457.063.467.644,numeric__Số cuối năm > VNDGiá trịcó thể thu hồi > 114.906.408.902,numeric__Số cuối năm > Giá gốc > 33.603.754.144,numeric__Số cuối năm > Dự phòng > 21.472.470.706,numeric__Số đầu năm > VNDGiá trịcó thể thu hồi > 12.131.283.438
Ban Quản lý Dư án Điện lựcDầu khí Vũng Áng - QuảngTrạch,Ban Quản lý Dư án Điện lựcDầu khí Vũng Áng - QuảngTrạch,Ban Quản lý Dư án Điện lựcDầu khí Vũng Áng - QuảngTrạch,19.494.009.530,19.494.009.530,-,19.494.009.530,19.494.009.530,-,19494009530.0,19494009530.0,,19494009530.0,19494009530.0,
Công ty Cổ phần Tư vấn Dựán Điện lực Dầu khí,Công ty Cổ phần Tư vấn Dựán Điện lực Dầu khí,Công ty Cổ phần Tư vấn Dựán Điện lực Dầu khí,7.860.374.881,7.860.374.881,-,7.860.374.881,7.860.374.881,-,7860374881.0,7860374881.0,,7860374881.0,7860374881.0,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,1.602.944.864,1.602.944.864,-,1.602.944.864,1.602.944.864,-,1602944864.0,1602944864.0,,1602944864.0,1602944864.0,
,,,600.927.205.821,486.020.796.919,114.906.408.902,62.561.083.419,50.429.799.981,12.131.283.438,600927205821.0,486020796919.0,114906408902.0,62561083419.0,50429799981.0,12131283438.0
