row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,1.295.151.621.031,1.110.005.278.041,,1.0,1295151621031.0,1110005278041.0
2.,2.,2.,Điều chỉnh cho các khoản:,,,,,,,
2.,2. > 2.,2.,Khẩu hao tài sản cố định,02,1.609.401.005.272,1.610.768.446.279,,2.0,1609401005272.0,1610768446279.0
2.,2. > 2.,2.,Các khoản dự phòng,03,1.381.284.733.325,(228.974.306.250),,3.0,1381284733325.0,-228974306250.0
2.,2. > 2.,2.,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,(11.289.624.743),(30.111.041.213),,4.0,-11289624743.0,-30111041213.0
2.,2. > 2.,2.,Lãi từ hoạt động đầu tư,05,(1.220.717.591.686),(637.814.688.093),,5.0,-1220717591686.0,-637814688093.0
2.,2. > 2.,2.,Chi phí lãi vay,06,354.582.828.380,266.451.227.586,,6.0,354582828380.0,266451227586.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,3.408.412.971.579,2.090.324.916.350,,8.0,3408412971579.0,2090324916350.0
3.,2. > 3.,3.,Thay đổi các khoản phải thu,09,(4.421.962.190.469),(3.931.089.324.794),,9.0,-4421962190469.0,-3931089324794.0
3.,2. > 3.,3.,Thay đổi hàng tồn kho,10,(66.564.685.841),(142.226.995.870),,10.0,-66564685841.0,-142226995870.0
3.,2. > 3.,3.,"Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,6.153.557.317.059,1.340.167.828.191,,11.0,6153557317059.0,1340167828191.0
3.,2. > 3.,3.,Thay đổi chi phí trả trước,12,(2.534.613.124.233),1.523.858.239.244,,12.0,-2534613124233.0,1523858239244.0
3.,2. > 3.,3.,Tiền lãi vay đã trả,14,(305.083.057.953),(265.545.601.931),,14.0,-305083057953.0,-265545601931.0
3.,2. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(134.712.478.038),-,,15.0,-134712478038.0,
3.,2. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,17,(97.725.956.888),(124.144.673.402),,17.0,-97725956888.0,-124144673402.0
3.,2. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,2.001.308.795.216,491.344.387.788,,20.0,2001308795216.0,491344387788.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,(6.274.099.706.707),(2.493.302.109.885),,21.0,-6274099706707.0,-2493302109885.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,124.693.033.025,692.325.580,,22.0,124693033025.0,692325580.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(23.977.000.000),(73.801.839.297),,23.0,-23977000000.0,-73801839297.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,188.999.227.215,345.517.000.000,,24.0,188999227215.0,345517000000.0
5.,II. > 5.,5.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,(94.260.000.000),-,,25.0,-94260000000.0,
6.,II. > 6.,6.,Tiền thu hồi đầu tư vốn vào đơn vị khác,26,-,4.718.680.000,,26.0,,4718680000.0
7.,II. > 7.,7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,1.091.996.903.356,633.289.010.306,,27.0,1091996903356.0,633289010306.0
7.,II. > 7.,7.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(4.986.647.543.111),(1.582.886.933.296),,30.0,-4986647543111.0,-1582886933296.0
