row_label_raw,row_label_full,col_0,31/12/2022Triệu VND,%,31/12/2021Triệu VND,%_1,numeric__31/12/2022Triệu VND,numeric__%,numeric__31/12/2021Triệu VND,numeric__%_1
"Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác",111.258.709,"28,85",94.125.479,"25,97",111258709.0,28.85,94125479.0,25.97
"Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản",35.700.343,"9,26",50.448.631,"13,92",35700343.0,9.26,50448631.0,13.92
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",43.153.183,"11,19",47.137.639,"13,01",43153183.0,11.19,47137639.0,13.01
Xây dựng,Xây dựng,Xây dựng,62.132.037,"16,11",48.641.243,"13,42",62132037.0,16.11,48641243.0,13.42
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,31.492.937,"8,17",24.469.395,"6,75",31492937.0,8.17,24469395.0,6.75
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",13.950.907,"3,62",18.457.306,"5,09",13950907.0,3.62,18457306.0,5.09
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",13.452.084,"3,49",9.715.237,"2,68",13452084.0,3.49,9715237.0,2.68
Khai khoáng,Khai khoáng,Khai khoáng,1.477.970,"0,38",1.691.415,"0,47",1477970.0,0.38,1691415.0,0.47
"Vận tải, kho bãi","Vận tải, kho bãi","Vận tải, kho bãi",12.944.231,"3,36",12.870.968,"3,55",12944231.0,3.36,12870968.0,3.55
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,1.745.617,"0,45",1.778.330,"0,49",1745617.0,0.45,1778330.0,0.49
"Hoạt động tài chính, bảo hiểm","Hoạt động tài chính, bảo hiểm","Hoạt động tài chính, bảo hiểm",827.474,"0,21",2.573.670,"0,71",827474.0,0.21,2573670.0,0.71
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,160.882,"0,04",344.957,"0,10",160882.0,0.04,344957.0,0.1
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,311.085,"0,08",707.816,"0,20",311085.0,0.08,707816.0,0.2
"Cung cấp nước, quản lý và xử lý rác thải, nước thải","Cung cấp nước, quản lý và xử lý rác thải, nước thải","Cung cấp nước, quản lý và xử lý rác thải, nước thải",268.887,"0,07",269.072,"0,07",268887.0,0.07,269072.0,0.07
"Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí",51.793,"0,01",81.359,"0,02",51793.0,0.01,81359.0,0.02
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",265.552,"0,07",244.807,"0,07",265552.0,0.07,244807.0,0.07
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,77.429,"0,02",61.722,"0,02",77429.0,0.02,61722.0,0.02
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,226.799,"0,06",289.513,"0,08",226799.0,0.06,289513.0,0.08
"Hoạt động của Đảng, tổ chức chính trị xã hội, quản lý Nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc","Hoạt động của Đảng, tổ chức chính trị xã hội, quản lý Nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc","Hoạt động của Đảng, tổ chức chính trị xã hội, quản lý Nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc",28.650,"0,01",35.507,"0,01",28650.0,0.01,35507.0,0.01
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,56.106.646,"14,55",48.472.058,"13,37",56106646.0,14.55,48472058.0,13.37
,,,385.633.215,"100,00",362.416.124,"100,00",385633215.0,100.0,362416124.0,100.0
