row_label_raw,row_label_full,col_0,31/12/2022Triệu VND,%,31/12/2021Triệu VND,%_1,numeric__31/12/2022Triệu VND,numeric__%,numeric__31/12/2021Triệu VND,numeric__%_1
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,,,,
Công ty Nhà nước,Cho vay các tổ chức kinh tế > Công ty Nhà nước,Công ty Nhà nước,2.270.232,"0,59",5.898.388,"1,63",2270232.0,0.59,5898388.0,1.63
Công ty TNHH,Cho vay các tổ chức kinh tế > Công ty TNHH,Công ty TNHH,110.741.372,"28,71",108.000.253,"29,80",110741372.0,28.71,108000253.0,29.8
Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiếm cổ phần chi phối),Cho vay các tổ chức kinh tế > Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiếm cổ phần chi phối),Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiếm cổ phần chi phối),10.452.618,"2,71",10.724.311,"2,96",10452618.0,2.71,10724311.0,2.96
Công ty cổ phần khác,Cho vay các tổ chức kinh tế > Công ty cổ phần khác,Công ty cổ phần khác,168.426.720,"43,67",155.305.057,"42,85",168426720.0,43.67,155305057.0,42.85
Công ty hợp danh,Cho vay các tổ chức kinh tế > Công ty hợp danh,Công ty hợp danh,26.855,"0,01",294.011,"0,08",26855.0,0.01,294011.0,0.08
Doanh nghiệp tư nhân,Cho vay các tổ chức kinh tế > Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,5.884.271,"1,53",5.329.007,"1,47",5884271.0,1.53,5329007.0,1.47
Doanh nghiệp có vốn đầu tư nước ngoài,Cho vay các tổ chức kinh tế > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,126.605,"0,03",341.542,"0,09",126605.0,0.03,341542.0,0.09
Hợp tác xã và liên hiệp hợp tác xã,Cho vay các tổ chức kinh tế > Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,34.395,"0,01",32.017,"0,01",34395.0,0.01,32017.0,0.01
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,,,,
"Hộ kinh doanh, cá nhân","Cho vay cá nhân > Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",87.645.147,"22,73",76.441.469,"21,09",87645147.0,22.73,76441469.0,21.09
Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,,,,
Thành phần kinh tế khác,Cho vay khác > Thành phần kinh tế khác,Thành phần kinh tế khác,25.000,"0,01",50.069,"0,02",25000.0,0.01,50069.0,0.02
,,,385.633.215,"100,00",362.416.124,"100,00",385633215.0,100.0,362416124.0,100.0
