row_label_raw,row_label_full,col_0,Dự phòng giảm giá chứng khoán vốn Triệu VND,Dự phòng chung cho chứng khoán nợ sẵn sàng để bán Triệu VND,Dự phòng cụ thể cho chứng khoán nợ sẵn sàng để bán Triệu VND,Tổng cộng Triệu VND,numeric__Dự phòng giảm giá chứng khoán vốn Triệu VND,numeric__Dự phòng chung cho chứng khoán nợ sẵn sàng để bán Triệu VND,numeric__Dự phòng cụ thể cho chứng khoán nợ sẵn sàng để bán Triệu VND,numeric__Tổng cộng Triệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,32.993,47.039,37.934,117.966,32993.0,47039.0,37934.0,117966.0
Dự phòng hoàn nhập trong năm(Thuyết minh 30),Dự phòng hoàn nhập trong năm(Thuyết minh 30),Dự phòng hoàn nhập trong năm(Thuyết minh 30),(593),(5.522),(37.934),(44.049),-593.0,-5522.0,-37934.0,-44049.0
Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,(32.000),-,-,(32.000),-32000.0,,,-32000.0
,,,400,41.517,-,41.917,400.0,41517.0,,41917.0
