row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2022Triệu VND,31/12/2021Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2022Triệu VND,numeric__31/12/2021Triệu VND
1,1,1,Bảo lãnh vay vốn,,23.856,43.824,,,23856.0,43824.0
2,2,2,Cam kết giao dịch hối đoái,,38.872.143,44.805.879,,,38872143.0,44805879.0
2,2,2,Cam kết mua ngoại tệ,,6.324.654,2.743.904,,,6324654.0,2743904.0
2,2,2,Cam kết bán ngoại tệ,,3.074.583,1.825.585,,,3074583.0,1825585.0
2,2,2,Cam kết giao dịch hoán đối,,29.472.906,40.236.390,,,29472906.0,40236390.0
4,4,4,Cam kết trong nghiệp vụ L/C,,19.146.337,27.656.867,,,19146337.0,27656867.0
5,5,5,Bảo lãnh khác,,16.035.382,10.097.594,,,16035382.0,10097594.0
7,7,7,Lãi cho vay và phí phải thu quá hạn chưa thu được,38,7.070.140,4.911.523,,38.0,7070140.0,4911523.0
8,8,8,Nợ khó đòi đã xử lý,39,33.087.997,32.232.063,,39.0,33087997.0,32232063.0
9,9,9,Tài sản và chứng từ khác,40,4.156.915,4.060.764,,40.0,4156915.0,4060764.0
