row_label_raw,row_label_full,col_0,31/12/2022Triệu VND,31/12/2021Triệu VND,numeric__31/12/2022Triệu VND,numeric__31/12/2021Triệu VND
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn > Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,31.980.505,32.360.855,31980505.0,32360855.0
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn > Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,893.839,2.245.498,893839.0,2245498.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,,,
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn > Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,19.510.000,17.997.000,19510000.0,17997000.0
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn > Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,72.341,2.975.464,72341.0,2975464.0
,,,52.456.685,55.578.817,52456685.0,55578817.0
Cho vay các tổ chức tín dụng (“TCTD”) khác,Cho vay các tổ chức tín dụng (“TCTD”) khác,Cho vay các tổ chức tín dụng (“TCTD”) khác,,,,
Cho vay bằng VND,Cho vay các tổ chức tín dụng (“TCTD”) khác > Cho vay bằng VND,Cho vay bằng VND,10.463.971,8.263.453,10463971.0,8263453.0
Cho vay bằng ngoại tệ khác,Cho vay các tổ chức tín dụng (“TCTD”) khác > Cho vay bằng ngoại tệ khác,Cho vay bằng ngoại tệ khác,188.000,329.306,188000.0,329306.0
Dự phòng cho vay các tổ chức tín dụng khác (i),Cho vay các tổ chức tín dụng (“TCTD”) khác > Dự phòng cho vay các tổ chức tín dụng khác (i),Dự phòng cho vay các tổ chức tín dụng khác (i),(99.794),(39.794),-99794.0,-39794.0
,,,10.552.177,8.552.965,10552177.0,8552965.0
,,,63.008.862,64.131.782,63008862.0,64131782.0
