row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2021 (Triệu VND),Quá hạn,Không hưởng lãi,Dưới 1 tháng,Từ 1 đến 3 tháng,Từ 3 đến 6 tháng,Từ 6 đến 12 tháng,Từ 1 đến 5 năm,Trên 5 năm,Tổng cộng,numeric__Quá hạn,numeric__Không hưởng lãi,numeric__Dưới 1 tháng,numeric__Từ 1 đến 3 tháng,numeric__Từ 3 đến 6 tháng,numeric__Từ 6 đến 12 tháng,numeric__Từ 1 đến 5 năm,numeric__Trên 5 năm,numeric__Tổng cộng
,,,8.742.482,27.368.912,184.926.054,212.188.103,28.205.789,20.180.082,9.749.504,20.255.536,511.616.462,8742482.0,27368912.0,184926054.0,212188103.0,28205789.0,20180082.0,9749504.0,20255536.0,511616462.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Các khoản nợ Chính phủ vàNgân hàng Nhà nước Việt Nam,Nợ phải trả > Các khoản nợ Chính phủ vàNgân hàng Nhà nước Việt Nam,Các khoản nợ Chính phủ vàNgân hàng Nhà nước Việt Nam,-,-,10.078,255.809,1.245.096,-,-,-,1.510.983,,,10078.0,255809.0,1245096.0,,,,1510983.0
Tiền gửi và vay các tổ chức tíndụng khác,Nợ phải trả > Tiền gửi và vay các tổ chức tíndụng khác,Tiền gửi và vay các tổ chức tíndụng khác,-,-,54.436.434,8.249.197,9.557.615,6.719.741,698.375,71.188,79.732.550,,,54436434.0,8249197.0,9557615.0,6719741.0,698375.0,71188.0,79732550.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư, chovay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư, chovay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư, chovay mà TCTD chịu rủi ro",-,-,83.521.203,68.410.008,93.039.045,68.691.736,13.533.458,1.378,327.196.828,,,83521203.0,68410008.0,93039045.0,68691736.0,13533458.0,1378.0,327196828.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư, chovay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư, chovay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư, chovay mà TCTD chịu rủi ro",-,-,397.570,49.819,350.234,398.670,2.800.007,955.870,4.952.170,,,397570.0,49819.0,350234.0,398670.0,2800007.0,955870.0,4952170.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,2.326.898,6.831.306,12.650.352,9.309.007,15.174.551,-,46.292.114,,,2326898.0,6831306.0,12650352.0,9309007.0,15174551.0,,46292114.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,11.388.018,-,-,-,-,-,-,11.388.018,,11388018.0,,,,,,,11388018.0
,,,-,11.388.018,140.692.183,83.796.139,116.842.342,85.119.154,32.206.391,1.028.436,471.072.663,,11388018.0,140692183.0,83796139.0,116842342.0,85119154.0,32206391.0,1028436.0,471072663.0
Mức chênh nhạy cảmvới lãi suất,Nợ phải trả > Mức chênh nhạy cảmvới lãi suất,Mức chênh nhạy cảmvới lãi suất,8.742.482,15.980.894,44.233.871,128.391.964,(88.636.553),(64.939.072),(22.456.887),19.227.100,40.543.799,8742482.0,15980894.0,44233871.0,128391964.0,-88636553.0,-64939072.0,-22456887.0,19227100.0,40543799.0
