row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2022 Triệu VND,31/12/2021 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2022 Triệu VND,numeric__31/12/2021 Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt và vàng,4,1.897.545,1.878.293,,4.0,1897545.0,1878293.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước,5,15.145.862,14.352.057,,5.0,15145862.0,14352057.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,63.008.862,64.131.782,,6.0,63008862.0,64131782.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,52.456.685,55.578.817,,,52456685.0,55578817.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,10.651.971,8.592.759,,,10651971.0,8592759.0
3,A > 3,3,Dự phòng rủi ro,,(99.794),(39.794),,,-99794.0,-39794.0
IV,A > IV,IV,Chứng khoán kinh doanh,7,1.547,3.245,,7.0,1547.0,3245.0
1,A > 1,1,Chứng khoán kinh doanh,,3.881,3.881,,,3881.0,3881.0
2,A > 2,2,Dự phòng rủi ro chứng khoán kinh doanh,,(2.334),(636),,,-2334.0,-636.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,269.772,252.448,,8.0,269772.0,252448.0
VI,A > VI,VI,Cho vay khách hàng,,378.575.443,357.778.608,,,378575443.0,357778608.0
1,A > 1,1,Cho vay khách hàng,9,385.633.215,362.416.124,,9.0,385633215.0,362416124.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,10,(7.057.772),(4.637.516),,10.0,-7057772.0,-4637516.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,,32.954.676,25.104.577,,,32954676.0,25104577.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng đề bán,11,12.988.616,9.981.614,,11.0,12988616.0,9981614.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,12,20.063.662,15.168.829,,12.0,20063662.0,15168829.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,13,(97.602),(45.866),,13.0,-97602.0,-45866.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",14,46.699,131.652,,14.0,46699.0,131652.0
4,A > 4,4,Đầu tư dài hạn khác,,158.272,164.391,,,158272.0,164391.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(111.573),(32.739),,,-111573.0,-32739.0
X,A > X,X,Tài sản cố định,,4.954.396,4.978.978,,,4954396.0,4978978.0
1,A > 1,1,Tài sản cố định hữu hình,15,502.854,536.194,,15.0,502854.0,536194.0
a,A > a,a,Nguyên giá,,1.287.149,1.318.279,,,1287149.0,1318279.0
b,A > b,b,Giá trị hao mòn lũy kế,,(784.295),(782.085),,,-784295.0,-782085.0
3,A > 3,3,Tài sản cố định vô hình,16,4.451.542,4.442.784,,16.0,4451542.0,4442784.0
a,A > a,a,Nguyên giá,,4.772.975,4.747.199,,,4772975.0,4747199.0
b,A > b,b,Giá trị hao mòn lũy kế,,(321.433),(304.415),,,-321433.0,-304415.0
XII,A > XII,XII,Tài sản Có khác,17,54.049.318,37.992.688,,17.0,54049318.0,37992688.0
1,A > 1,1,Các khoản phải thu,,37.702.381,31.332.967,,,37702381.0,31332967.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,15.295.742,6.132.269,,,15295742.0,6132269.0
4,A > 4,4,Tài sản Có khác,,1.178.109,783.035,,,1178109.0,783035.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,,(126.914),(255.583),,,-126914.0,-255583.0
,,,TỔNG TÀI SẢN,,550.904.120,506.604.328,,,550904120.0,506604328.0
