row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2022 Phải trả Triệu VND > 4.854,Phát sinh trong năm > Phát sinh tăng Triệu VND > 53.829,Phát sinh trong năm > Phát sinh giảm Triệu VND > (50.260),31/12/2022 Phải trả Triệu VND > 8.423,numeric__1/1/2022 Phải trả Triệu VND > 4.854,numeric__Phát sinh trong năm > Phát sinh tăng Triệu VND > 53.829,numeric__Phát sinh trong năm > Phát sinh giảm Triệu VND > (50.260),numeric__31/12/2022 Phải trả Triệu VND > 8.423
Thuế TNDN,Thuế TNDN,Thuế TNDN,287.618,1.961.243,(502.344),1.746.517,287618.0,1961243.0,-502344.0,1746517.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,39.024,306.510,(289.156),56.378,39024.0,306510.0,-289156.0,56378.0
,,,331.496,2.321.582,(841.760),1.811.318,331496.0,2321582.0,-841760.0,1811318.0
