row_label_raw,row_label_full,col_0,Dự phòng giảm giá chứng khoán vốn Triệu VND,Dự phòng chung cho chứng khoán nợ sẵn sàng để bán Triệu VND,Dự phòng cụ thể cho chứng khoán nợ sẵn sàng để bán Triệu VND,Tổng cộng Triệu VND,numeric__Dự phòng giảm giá chứng khoán vốn Triệu VND,numeric__Dự phòng chung cho chứng khoán nợ sẵn sàng để bán Triệu VND,numeric__Dự phòng cụ thể cho chứng khoán nợ sẵn sàng để bán Triệu VND,numeric__Tổng cộng Triệu VND
Số dư đầu nămTrích lập trong năm(Thuyết minh 30),Số dư đầu nămTrích lập trong năm(Thuyết minh 30),Số dư đầu nămTrích lập trong năm(Thuyết minh 30),400,41.517,-,41.917,400.0,41517.0,,41917.0
Số dư đầu nămTrích lập trong năm(Thuyết minh 30),Số dư đầu nămTrích lập trong năm(Thuyết minh 30),Số dư đầu nămTrích lập trong năm(Thuyết minh 30),159,51.577,-,51.736,159.0,51577.0,,51736.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,559,93.094,-,93.653,559.0,93094.0,,93653.0
