row_label_raw,row_label_full,col_0,Nhà cửa và vật kiến trúc Triệu VND,Máy móc thiết bị Triệu VND,Phương tiện vận tải Triệu VND,Thiết bị văn phòng Triệu VND,Các tài sản cố định hữu hình khác Triệu VND,Tổng cộng Triệu VND,numeric__Nhà cửa và vật kiến trúc Triệu VND,numeric__Máy móc thiết bị Triệu VND,numeric__Phương tiện vận tải Triệu VND,numeric__Thiết bị văn phòng Triệu VND,numeric__Các tài sản cố định hữu hình khác Triệu VND,numeric__Tổng cộng Triệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,475.271,287.073,246.662,278.530,1.398,1.288.934,475271.0,287073.0,246662.0,278530.0,1398.0,1288934.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,25.330,21.130,10.921,28.176,2.650,88.207,25330.0,21130.0,10921.0,28176.0,2650.0,88207.0
"Thanh lý, nhượng bán","Nguyên giá > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(4.919),(2.562),(25.008),(2.362),-,(34.851),-4919.0,-2562.0,-25008.0,-2362.0,,-34851.0
Phân loại lại,Nguyên giá > Phân loại lại,Phân loại lại,(20.384),358,1.110,343,(1.506),(20.079),-20384.0,358.0,1110.0,343.0,-1506.0,-20079.0
Chênh lệch tỷ giá,Nguyên giá > Chênh lệch tỷ giá,Chênh lệch tỷ giá,(430),(1.585),(1.191),(568),(158),(3.932),-430.0,-1585.0,-1191.0,-568.0,-158.0,-3932.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,474.868,304.414,232.494,304.119,2.384,1.318.279,474868.0,304414.0,232494.0,304119.0,2384.0,1318279.0
Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,,,,,,
Số dư đầu năm,Hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,174.045,232.343,167.504,181.645,411,755.948,174045.0,232343.0,167504.0,181645.0,411.0,755948.0
Khấu hao trong năm,Hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,15.835,12.255,15.181,17.238,445,60.954,15835.0,12255.0,15181.0,17238.0,445.0,60954.0
"Thanh lý, nhượng bán","Hao mòn lũy kế > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(4.527),(2.560),(20.470),(2.343),-,(29.900),-4527.0,-2560.0,-20470.0,-2343.0,,-29900.0
Phân loại lại,Hao mòn lũy kế > Phân loại lại,Phân loại lại,(5.698),788,1.537,1.305,88,(1.980),-5698.0,788.0,1537.0,1305.0,88.0,-1980.0
Chênh lệch tỷ giá,Hao mòn lũy kế > Chênh lệch tỷ giá,Chênh lệch tỷ giá,(314),(1.204),(971),(392),(56),(2.937),-314.0,-1204.0,-971.0,-392.0,-56.0,-2937.0
Số dư cuối năm,Hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,179.341,241.622,162.781,197.453,888,782.085,179341.0,241622.0,162781.0,197453.0,888.0,782085.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,301.226,54.730,79.158,96.885,987,532.986,301226.0,54730.0,79158.0,96885.0,987.0,532986.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,295.527,62.792,69.713,106.666,1.496,536.194,295527.0,62792.0,69713.0,106666.0,1496.0,536194.0
