row_label_raw,row_label_full,col_0,col_1,2022Triệu VND,2021Triệu VND,numeric__col_1,numeric__2022Triệu VND,numeric__2021Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01,01,01,Mua sắm tài sản cố định,(71.255),(195.065),,-71255.0,-195065.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",15.151,(9.874),,15151.0,-9874.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",6.119,1.500,,6119.0,1500.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoảnđầu tư, góp vốn dài hạn",4.226,3.750,,4226.0,3750.0
II,II,II,LU'U CHUYÊN TIÊN THUÀNTỪ HOẠT ĐỘNG ĐẦU TƯ,(45.759),(199.689),,-45759.0,-199689.0
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
01,01,01,Tăng vốn điều lệ,-,6.739.434,,,6739434.0
04,04,04,"Cổ tức trả cho cổ đông, lợi nhuận đã chia",(122),(933),,-122.0,-933.0
III,III,III,LU'U CHUYÊN TIÊN THUÀNTỪ HOẠT ĐỘNG TÀI CHÍNH,(122),6.738.501,,-122.0,6738501.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,(2.309.075),24.229.161,,-2309075.0,24229161.0
V,V,V,TIÊN VÀ CÁC KHOÃN TƯƠNG ĐƯƠNG TIỀNĐẦU NĂM,71.809.167,47.580.006,,71809167.0,47580006.0
VII,VII,VII,TIÊN VÀ CÁC KHOÃN TƯƠNG ĐƯƠNG TIỀNCƯỚI NĂM (THUYẾT MINH 36),69.500.092,71.809.167,,69500092.0,71809167.0
