row_label_raw,row_label_full,Số đầu năm,Năm nay > 6.925.452.861,Năm trước > 5.426.259.628,numeric__Năm nay > 6.925.452.861,numeric__Năm trước > 5.426.259.628
Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,12.226.320.620,8.298.057.911,12226320620.0,8298057911.0
Tăng khác,Tăng khác,Tăng khác,10.500.000,-,10500000.0,
Chi quỹ,Chi quỹ,Chi quỹ,(6.876.295.819),(6.798.864.678),-6876295819.0,-6798864678.0
Số cuối năm,Số cuối năm,Số cuối năm,12.285.977.662,6.925.452.861,12285977662.0,6925452861.0
