row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,992.793.347.653,2.036.791.525.991,,1.0,,992793347653.0,2036791525991.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,VI.2,44.578.842.126,66.236.513.699,,2.0,,44578842126.0,66236513699.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,948.214.505.527,1.970.555.012.292,,10.0,,948214505527.0,1970555012292.0
4.,4.,4.,Giá vốn hàng bán,11,VI.3,526.610.104.869,1.614.902.270.238,,11.0,,526610104869.0,1614902270238.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,421.604.400.658,355.652.742.054,,20.0,,421604400658.0,355652742054.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.4,2.969.739.859,3.331.576.321,,21.0,,2969739859.0,3331576321.0
7.,7.,7.,Chi phí tài chính,22,VI.5,118.815.911.833,116.193.940.262,,22.0,,118815911833.0,116193940262.0
7.,7.,7.,Trong đó: chi phí lãi vay,23,,73.422.955.361,77.628.899.984,,23.0,,73422955361.0,77628899984.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,-,-,,24.0,,,
9.,9.,9.,Chi phí bán hàng,25,VI.6,34.567.560.276,37.061.467.260,,25.0,,34567560276.0,37061467260.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,VI.7,55.386.931.480,48.050.855.127,,26.0,,55386931480.0,48050855127.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,215.803.736.928,157.678.055.726,,30.0,,215803736928.0,157678055726.0
12.,12.,12.,Thu nhập khác,31,VI.8,6.918.628.521,4.571.612.144,,31.0,,6918628521.0,4571612144.0
13.,13.,13.,Chi phí khác,32,VI.9,911.989.190,1.753.892.974,,32.0,,911989190.0,1753892974.0
14.,14.,14.,Lợi nhuận khác,40,,6.006.639.331,2.817.719.170,,40.0,,6006639331.0,2817719170.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế,50,,221.810.376.259,160.495.774.896,,50.0,,221810376259.0,160495774896.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,V.18,37.482.061.326,32.513.522.479,,51.0,,37482061326.0,32513522479.0
17.,17.,17.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,-,-,,52.0,,,
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,184.328.314.933,127.982.252.417,,60.0,,184328314933.0,127982252417.0
19.,19.,19.,Lợi nhuận sau thuế của công ty mẹ,61,,184.328.314.933,127.982.252.417,,61.0,,184328314933.0,127982252417.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,-,-,,62.0,,,
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,VI.10,1.104,434,,70.0,,1104.0,434.0
22.,22.,22.,Lãi suy giảm trên cổ phiếu,71,VI.10,1.104,434,,71.0,,1104.0,434.0
