row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,400,,1.659.713.715.124,2.968.261.599.211,,400.0,,1659713715124.0,2968261599211.0
I.,I.,I.,Vốn chủ sở hữu,410,,1.659.713.715.124,2.968.261.599.211,,410.0,,1659713715124.0,2968261599211.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,V.24,1.370.973.230.000,2.741.945.250.000,,411.0,,1370973230000.0,2741945250000.0
-,-,-,Cổ phiếu phố thông có quyền biểu quyết,411a,,1.370.973.230.000,2.741.945.250.000,,,,1370973230000.0,2741945250000.0
-,-,-,Cổ phiếu ưu đãi,411b,,-,-,,,,,
2.,- > 2.,2.,Thặng dư vốn cổ phần,412,,10.420.226.000,10.420.226.000,,412.0,,10420226000.0,10420226000.0
3.,- > 3.,3.,Quyền chọn chuyển đổi trái phiếu,413,,-,-,,413.0,,,
4.,- > 4.,4.,Vốn khác của chủ sở hữu,414,,-,-,,414.0,,,
5.,- > 5.,5.,Cổ phiếu quỹ,415,,-,-,,415.0,,,
6.,- > 6.,6.,Chênh lệch đánh giá lại tài sản,416,,-,-,,416.0,,,
7.,- > 7.,7.,Chênh lệch tỷ giá hồi đoái,417,,-,-,,417.0,,,
8.,- > 8.,8.,Quỹ đầu tư phát triển,418,V.24,98.809.754.871,88.911.777.924,,418.0,,98809754871.0,88911777924.0
9.,- > 9.,9.,Quỹ hỗ trợ sắp xếp doanh nghiệp,419,,-,-,,419.0,,,
10.,- > 10.,10.,Quỹ khác thuộc vốn chủ sở hữu,420,,-,-,,420.0,,,
11.,- > 11.,11.,Lợi nhuận sau thuế chưa phân phối,421,V.24,179.510.504.253,126.984.345.287,,421.0,,179510504253.0,126984345287.0
-,- > -,-,Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,421a,,7.714.305.613,126.984.345.287,,,,7714305613.0,126984345287.0
-,- > -,-,Lợi nhuận sau thuế chưa phân phối kỳ này,421b,,171.796.198.640,-,,,,171796198640.0,
12.,- > 12.,12.,Nguồn vốn đầu tư xây dựng cơ bản,422,,-,-,,422.0,,,
13.,- > 13.,13.,Lợi ích cổ đông không kiểm soát,429,,-,-,,429.0,,,
II.,- > II.,II.,Nguồn kinh phí và quỹ khác,430,,-,-,,430.0,,,
1.,- > 1.,1.,Nguồn kinh phí,431,,-,-,,431.0,,,
2.,- > 2.,2.,Nguồn kinh phí đã hình thành tài sản cổ định,432,,-,-,,432.0,,,
,,,TỔNG CỘNG NGUỒN VỐN,440,,8.022.907.939.559,9.134.689.678.400,,440.0,,8022907939559.0,9134689678400.0
