row_label_raw,row_label_full,Số cuối năm,Tổng nợ > Số cuối năm,Từ 01 nămtrở xuống > Số cuối năm,Trên 01 nămđến 05 năm > Số cuối năm,Trên05 năm > Số cuối năm,numeric__Tổng nợ > Số cuối năm,numeric__Từ 01 nămtrở xuống > Số cuối năm,numeric__Trên 01 nămđến 05 năm > Số cuối năm,numeric__Trên05 năm > Số cuối năm
Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,409.500.000.000,189.750.000.000,219.750.000.000,-,409500000000.0,189750000000.0,219750000000.0,
Trái phiếu thường,Trái phiếu thường,Trái phiếu thường,1.000.000.000.000,-,1.000.000.000.000,-,1000000000000.0,,1000000000000.0,
Cộng,Cộng,Cộng,1.409.500.000.000,189.750.000.000,1.219.750.000.000,-,1409500000000.0,189750000000.0,1219750000000.0,
Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,,,,
Vay dài hạn ngân hàng,Số đầu năm > Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,539.250.000.000,184.750.000.000,354.500.000.000,-,539250000000.0,184750000000.0,354500000000.0,
Trái phiếu thường,Số đầu năm > Trái phiếu thường,Trái phiếu thường,1.000.000.000.000,-,1.000.000.000.000,-,1000000000000.0,,1000000000000.0,
Cộng,Số đầu năm > Cộng,Cộng,1.539.250.000.000,184.750.000.000,1.354.500.000.000,-,1539250000000.0,184750000000.0,1354500000000.0,
