row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Lưu chuyển tiền tử hoạt động kinh doanh,,,,,,,,,
1.,1. > 1.,1.,Lợi nhuận trước thuế,01,,221.810.376.259,160.495.774.896,,1.0,,221810376259.0,160495774896.0
2.,2.,2.,Điều chỉnh cho các khoản:,,,,,,,,,
-,2. > -,-,Khẩu hao tài sản cố định và bất động sản đầu tư,02,V.10;V.11;V.12,38.244.308.815,36.407.561.835,,2.0,,38244308815.0,36407561835.0
-,2. > -,-,Các khoản dự phòng,03,,-,-,,3.0,,,
-,2. > -,-,"Lãi, lỗ chênh lệch ty gia hối doái do đánh giá lợi các khoản mục tiền tệ có gốc ngoại tệ",04,VI.4,-,(8.444.445),,4.0,,,-8444445.0
-,2. > -,-,"Lãi, lỗ từ hoạt động đầu tư",05,VI.4;VI.9,(2.696.994.839),(2.905.146.417),,5.0,,-2696994839.0,-2905146417.0
-,2. > -,-,Chi phí lãi vay,06,VI.5,73.422.955.361,77.628.899.984,,6.0,,73422955361.0,77628899984.0
-,2. > -,-,Các khoản điều chỉnh khác,07,,-,-,,7.0,,,
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,330.780.645.596,271.618.645.853,,8.0,,330780645596.0,271618645853.0
-,2. > -,-,"Tăng, giảm các khoản phải thu",09,,1.418.794.165.941,(1.219.400.197.682),,9.0,,1418794165941.0,-1219400197682.0
-,2. > -,-,"Tăng, giảm hàng tồn kho",10,,(214.443.653.488),(465.729.898.073),,10.0,,-214443653488.0,-465729898073.0
-,2. > -,-,"Tăng, giảm các khoản phải trả",11,,177.791.475.711,1.761.664.550.539,,11.0,,177791475711.0,1761664550539.0
-,2. > -,-,"Tăng, giảm chi phí trả trước",12,,(1.155.683.381),168.072.719,,12.0,,-1155683381.0,168072719.0
-,2. > -,-,"Tăng, giảm chứng khoán kinh doanh",13,,-,-,,13.0,,,
-,2. > -,-,Tiền lãi vay đã trả,14,V.8;V.20;VI.5,(190.036.909.141),(193.199.732.134),,14.0,,-190036909141.0,-193199732134.0
-,2. > -,-,Thuế thu nhập doanh nghiệp đã nộp,15,V.18,(38.975.859.542),(30.141.463.320),,15.0,,-38975859542.0,-30141463320.0
-,2. > -,-,Tiền thu khác từ hoạt động kinh doanh,16,,10.500.000,-,,16.0,,10500000.0,
-,2. > -,-,Tiền chi khác cho hoạt động kinh doanh,17,V.23,(6.876.295.819),(6.798.864.678),,17.0,,-6876295819.0,-6798864678.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,1.475.888.385.877,118.181.113.224,,20.0,,1475888385877.0,118181113224.0
II.,II.,II.,Lưu chuyển tiền tử hoạt động đầu tư,,,,,,,,,
1.,II. > 1.,1.,"Tiền chỉ để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,V.10;V.11;V.14;VII,(7.604.996.712),(6.117.061.126),,21.0,,-7604996712.0,-6117061126.0
2.,II. > 2.,2.,"Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",22,,-,-,,22.0,,,
3.,II. > 3.,3.,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,,(10.805.000.000),(9.900.000.000),,23.0,,-10805000000.0,-9900000000.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,,4.500.000.000,-,,24.0,,4500000000.0,
5.,II. > 5.,5.,Tiền chỉ đầu tư góp vốn vào đơn vị khác,25,,-,-,,25.0,,,
6.,II. > 6.,6.,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,-,-,,26.0,,,
7.,II. > 7.,7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,V.5;VI.4,2.669.897.826,3.007.980.871,,27.0,,2669897826.0,3007980871.0
,,,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(11.240.098.886),(13.009.080.255),,30.0,,-11240098886.0,-13009080255.0
