row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,6.363.194.224.435,6.166.428.079.189,,300.0,,6363194224435.0,6166428079189.0
I.,I.,I.,Nợ ngắn hạn,310,,4.004.313.970.942,3.235.722.329.714,,310.0,,4004313970942.0,3235722329714.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.16a,2.288.520.496.173,1.872.196.617.467,,311.0,,2288520496173.0,1872196617467.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.17,92.399.289.846,17.005.039.763,,312.0,,92399289846.0,17005039763.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.18,11.440.344.991,12.651.218.534,,313.0,,11440344991.0,12651218534.0
4.,4.,4.,Phải trả người lao động,314,V.19,7.004.488.630,6.286.280.583,,314.0,,7004488630.0,6286280583.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.20,392.899.954.526,292.522.054.819,,315.0,,392899954526.0,292522054819.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,,-,-,,318.0,,,
9.,9.,9.,Phải trả ngắn hạn khác,319,V.21a,596.626.289.167,576.791.024.595,,319.0,,596626289167.0,576791024595.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.22a,603.137.129.947,451.344.641.092,,320.0,,603137129947.0,451344641092.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.23,12.285.977.662,6.925.452.861,,322.0,,12285977662.0,6925452861.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,2.358.880.253.493,2.930.705.749.475,,330.0,,2358880253493.0,2930705749475.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.16b,1.131.267.353.000,1.571.267.353.000,,331.0,,1131267353000.0,1571267353000.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,,-,-,,336.0,,,
7.,7.,7.,Phải trả dài hạn khác,337,V.21b,7.862.900.493,4.938.396.475,,337.0,,7862900493.0,4938396475.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.22b,1.219.750.000.000,1.354.500.000.000,,338.0,,1219750000000.0,1354500000000.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,,,339.0,,,
10.,10.,10.,Cổ phiếu uu đãi,340,,-,,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,-,,,341.0,,,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,,,343.0,,,
