row_label_raw,row_label_full,col_0,Tỷ lệ,Số tiền,numeric__Tỷ lệ,numeric__Số tiền
,,,%,VND,,
Lợi nhuận sau thuế,Lợi nhuận sau thuế,Lợi nhuận sau thuế,"100,00",166.725.422.899,100.0,166725422899.0
Trích quỹ đầu tư phát triển,Trích quỹ đầu tư phát triển,Trích quỹ đầu tư phát triển,"5,00",8.336.271.145,5.0,8336271145.0
Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,"5,00",8.336.271.145,5.0,8336271145.0
Trích quỹ thường ban điều hành,Trích quỹ thường ban điều hành,Trích quỹ thường ban điều hành,"0,19",324.000.000,0.19,324000000.0
"Trích thù lao HĐQT, BKS, Thư ký Tổng Công ty","Trích thù lao HĐQT, BKS, Thư ký Tổng Công ty","Trích thù lao HĐQT, BKS, Thư ký Tổng Công ty","1,14",1.900.800.000,1.14,1900800000.0
Lợi nhuận còn lai năm 2022 chưa phân phối,Lợi nhuận còn lai năm 2022 chưa phân phối,Lợi nhuận còn lai năm 2022 chưa phân phối,"88,67",147.828.080.609,88.67,147828080609.0
