row_label_raw,row_label_full,col_0,31/12/2023 > Giá trị,31/12/2023 > Dự phòng,01/01/2023 > Giá trị,01/01/2023 > Dự phòng,numeric__31/12/2023 > Giá trị,numeric__31/12/2023 > Dự phòng,numeric__01/01/2023 > Giá trị,numeric__01/01/2023 > Dự phòng
,,,VND,VND,VND,VND,,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
Bên liên quan,a) Ngắn hạn > Bên liên quan,Bên liên quan,730.556.584,-,468.432.551,-,730556584.0,,468432551.0,
Công ty CP Phát triển Phú Mỹ,a) Ngắn hạn > Công ty CP Phát triển Phú Mỹ,Công ty CP Phát triển Phú Mỹ,603.196.000,-,276.478.400,-,603196000.0,,276478400.0,
Công ty CP May mặc Bình Dương,a) Ngắn hạn > Công ty CP May mặc Bình Dương,Công ty CP May mặc Bình Dương,43.889.382,-,51.706.701,-,43889382.0,,51706701.0,
Công ty CP Hưng Vương,a) Ngắn hạn > Công ty CP Hưng Vương,Công ty CP Hưng Vương,83.471.202,-,140.247.450,-,83471202.0,,140247450.0,
Bên khác,a) Ngắn hạn > Bên khác,Bên khác,158.115.984.108,(4.982.180.088),248.390.573.995,(3.941.431.884),158115984108.0,-4982180088.0,248390573995.0,-3941431884.0
Công ty TNHH Thực nghiệp HL-VT Việt Nam,a) Ngắn hạn > Công ty TNHH Thực nghiệp HL-VT Việt Nam,Công ty TNHH Thực nghiệp HL-VT Việt Nam,25.961.994.916,-,-,-,25961994916.0,,,
Công ty TNHH Đông Tuấn Việt Nam,a) Ngắn hạn > Công ty TNHH Đông Tuấn Việt Nam,Công ty TNHH Đông Tuấn Việt Nam,4.341.940.834,-,26.596.054.330,-,4341940834.0,,26596054330.0,
Công ty TNHH Summer Wind,a) Ngắn hạn > Công ty TNHH Summer Wind,Công ty TNHH Summer Wind,20.803.783.790,-,17.008.357.610,-,20803783790.0,,17008357610.0,
Các khách hàng khác,a) Ngắn hạn > Các khách hàng khác,Các khách hàng khác,107.008.264.568,(4.982.180.088),204.786.162.055,(3.941.431.884),107008264568.0,-4982180088.0,204786162055.0,-3941431884.0
,,,158.846.540.692,(4.982.180.088),248.859.006.546,(3.941.431.884),158846540692.0,-4982180088.0,248859006546.0,-3941431884.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
Bên khác,b) Dài hạn > Bên khác,Bên khác,60.000.000.000,-,60.000.000.000,-,60000000000.0,,60000000000.0,
Công ty Cổ phần An Bình (*),b) Dài hạn > Công ty Cổ phần An Bình (*),Công ty Cổ phần An Bình (*),60.000.000.000,-,60.000.000.000,-,60000000000.0,,60000000000.0,
,,,60.000.000.000,-,60.000.000.000,-,60000000000.0,,60000000000.0,
