row_label_raw,row_label_full,col_0,col_1,31/12/2023 > Giá gốc,31/12/2023 > Giá trị có thể thu hồi,01/01/2023 > Giá gốc,01/01/2023 > Giá trị có thể thu hồi,numeric__col_1,numeric__31/12/2023 > Giá gốc,numeric__31/12/2023 > Giá trị có thể thu hồi,numeric__01/01/2023 > Giá gốc,numeric__01/01/2023 > Giá trị có thể thu hồi
,,,,VND,VND,VND,VND,,,,,
Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,,,,,
+,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > +,+,Công ty CP Đầu tư & Phát triển Tân Thành (*),321.460.855.115,265.171.993.664,12.830.044.391,6.329.533.859,,321460855115.0,265171993664.0,12830044391.0,6329533859.0
+,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > +,+,Phải thu các khoản tạm nộp chờ xử lý quyết toán cổ phần hóa (**),972.238.328.857,901.556.678.760,-,,,972238328857.0,901556678760.0,,
+,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > +,+,Đối tượng khác,5.670.854.424,688.674.336,4.970.846.152,1.029.414.268,,5670854424.0,688674336.0,4970846152.0,1029414268.0
,,,,1.299.370.038.396,1.167.417.346.760,17.800.890.543,7.358.948.127,,1299370038396.0,1167417346760.0,17800890543.0,7358948127.0
