row_label_raw,row_label_full,col_0,31/12/2023 > Giá trị,31/12/2023 > Dự phòng,01/01/2023 > Giá trị,01/01/2023 > Dự phòng,numeric__31/12/2023 > Giá trị,numeric__31/12/2023 > Dự phòng,numeric__01/01/2023 > Giá trị,numeric__01/01/2023 > Dự phòng
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,VND,VND,VND,VND,,,,
Bên khác,Bên khác,Bên khác,,,,,,,,
- Ông Bùi Thanh Hải,Bên khác > - Ông Bùi Thanh Hải,- Ông Bùi Thanh Hải,10.207.700.000,-,-,-,10207700000.0,,,
- Công Ty TNHH Đầu Tư Xây dựng Và Công Nghệ Môi Trường Dương Nhật,Bên khác > - Công Ty TNHH Đầu Tư Xây dựng Và Công Nghệ Môi Trường Dương Nhật,- Công Ty TNHH Đầu Tư Xây dựng Và Công Nghệ Môi Trường Dương Nhật,22.344.298.604,-,-,-,22344298604.0,,,
- Công ty TNHH Lào Bidina,Bên khác > - Công ty TNHH Lào Bidina,- Công ty TNHH Lào Bidina,10.185.842.279,-,968.572.003,-,10185842279.0,,968572003.0,
- Các khách hàng khác,Bên khác > - Các khách hàng khác,- Các khách hàng khác,1.534.819.540,-,4.200.619.435,-,1534819540.0,,4200619435.0,
,,,44.272.660.423,-,5.169.191.438,-,44272660423.0,,5169191438.0,
b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,,,,,
- Ông Bùi Thanh Hải,b) Dài hạn > - Ông Bùi Thanh Hải,- Ông Bùi Thanh Hải,-,-,11.453.700.000,-,,,11453700000.0,
,,,-,-,11.453.700.000,-,,,11453700000.0,
