row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2023,Năm 2022,numeric__Mối quan hệ,numeric__Năm 2023,numeric__Năm 2022
,,,Mối quan hệ,VND,VND,,,
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,4.049.361.095,2.299.107.957,,4049361095.0,2299107957.0
- Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,Công ty liên kết,2.992.319.000,1.737.790.000,,2992319000.0,1737790000.0
- Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,Công ty liên kết,586.346.176,400.666.456,,586346176.0,400666456.0
- Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,Công ty liên kết,389.958.699,160.651.501,,389958699.0,160651501.0
- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,Đại diện vốn của cổ đông Nhà nước,20.820.543,-,,20820543.0,
- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,Công ty liên kết,8.802.420,-,,8802420.0,
- Công ty TNHH FrieslandCampina VN,- Công ty TNHH FrieslandCampina VN,- Công ty TNHH FrieslandCampina VN,Công ty liên kết,51.114.257,-,,51114257.0,
"Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",4.214.478.815,2.430.803.049,,4214478815.0,2430803049.0
- Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,Công ty liên kết,247.096.172,197.671.574,,247096172.0,197671574.0
- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,Công ty liên kết,1.177.847.422,1.117.317.387,,1177847422.0,1117317387.0
- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,Đại diện vốn của cổ đông Nhà nước,2.789.535.221,1.115.814.088,,2789535221.0,1115814088.0
"Nhận cổ tức, lợi nhuận được chia","Nhận cổ tức, lợi nhuận được chia","Nhận cổ tức, lợi nhuận được chia","Nhận cổ tức, lợi nhuận được chia",74.494.254.000,126.900.000.000,,74494254000.0,126900000000.0
- Công ty TNHH FrieslandCampina VN,- Công ty TNHH FrieslandCampina VN,- Công ty TNHH FrieslandCampina VN,Công ty liên kết,39.000.000.000,126.900.000.000,,39000000000.0,126900000000.0
- Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,Công ty liên kết,35.494.254.000,-,,35494254000.0,
Lãi cho vay,Lãi cho vay,Lãi cho vay,Lãi cho vay,-,7.607.091.886,,,7607091886.0
- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,Công ty liên kết,-,7.607.091.886,,,7607091886.0
Thu hồi nợ cho vay,Thu hồi nợ cho vay,Thu hồi nợ cho vay,Thu hồi nợ cho vay,26.800.000.000,-,,26800000000.0,
- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,Công ty liên kết,26.800.000.000,-,,26800000000.0,
