row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2023,Năm 2022,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2023,numeric__Năm 2022
,,,,,VND,VND,,,,
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,26,1.158.033.524.801,1.607.025.666.201,,26.0,1158033524801.0,1607025666201.0
02,02,02,2. Các khoản giảm trừ doanh thu,27,1.578.339.946,1.646.802.955,,27.0,1578339946.0,1646802955.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,1.156.455.184.855,1.605.378.863.246,,,1156455184855.0,1605378863246.0
11,11,11,4. Giá vốn hàng bán,28,797.986.459.244,1.162.668.047.477,,28.0,797986459244.0,1162668047477.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,358.468.725.611,442.710.815.769,,,358468725611.0,442710815769.0
21,21,21,6. Doanh thu hoạt động tài chính,29,48.637.233.062,82.889.011.854,,29.0,48637233062.0,82889011854.0
22,22,22,7. Chi phí tài chính,30,22.213.656.423,47.437.098.492,,30.0,22213656423.0,47437098492.0
23,23,23,Trong đó: Chi phí lãi vay,,10.862.555.725,16.947.552.195,,,10862555725.0,16947552195.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",,89.169.150.642,152.134.498.474,,,89169150642.0,152134498474.0
25,25,25,9. Chi phí bán hàng,31,43.055.752.075,47.234.493.046,,31.0,43055752075.0,47234493046.0
26,26,26,10. Chi phí quản lý doanh nghiệp,32,267.185.138.082,165.871.533.426,,32.0,267185138082.0,165871533426.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,163.820.562.735,417.191.201.133,,,163820562735.0,417191201133.0
31,31,31,12. Thu nhập khác,33,5.220.753.845,1.344.506.910,,33.0,5220753845.0,1344506910.0
32,32,32,13. Chi phí khác,34,1.722.568.149,35.801.154.869,,34.0,1722568149.0,35801154869.0
40,40,40,14. Lợi nhuận khác,,3.498.185.696,(34.456.647.959),,,3498185696.0,-34456647959.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,167.318.748.431,382.734.553.174,,,167318748431.0,382734553174.0
51,51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,35,45.256.337.549,51.739.709.354,,35.0,45256337549.0,51739709354.0
52,52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,36,3.551.999.916,13.751.637.941,,36.0,3551999916.0,13751637941.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,118.510.410.966,317.243.205.879,,,118510410966.0,317243205879.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,103.621.125.313,284.033.511.599,,,103621125313.0,284033511599.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,14.889.285.653,33.209.694.280,,,14889285653.0,33209694280.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,37,328,899,,37.0,328.0,899.0
