row_label_raw,row_label_full,col_0,31/12/2023 > Giá trịVND,31/12/2023 > Dự phòngVND,01/01/2023 > Giá trịVND,01/01/2023 > Dự phòngVND,numeric__31/12/2023 > Giá trịVND,numeric__31/12/2023 > Dự phòngVND,numeric__01/01/2023 > Giá trịVND,numeric__01/01/2023 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,,,,
- Phải thu Công ty CP Đầu tư & Phát triển Tân Thành,a.1) Chi tiết theo nội dung > - Phải thu Công ty CP Đầu tư & Phát triển Tân Thành,- Phải thu Công ty CP Đầu tư & Phát triển Tân Thành,172.913.753.054,(24.084.730.833),172.913.753.054,(6.500.510.532),172913753054.0,-24084730833.0,172913753054.0,-6500510532.0
+ Tiền lãi cho vay ngắn hạn,a.1) Chi tiết theo nội dung > + Tiền lãi cho vay ngắn hạn,+ Tiền lãi cho vay ngắn hạn,57.029.572.232,(24.084.730.833),57.029.572.232,(6.500.510.532),57029572232.0,-24084730833.0,57029572232.0,-6500510532.0
+ Tiền lãi bổ sung theo thỏa thuận (1),a.1) Chi tiết theo nội dung > + Tiền lãi bổ sung theo thỏa thuận (1),+ Tiền lãi bổ sung theo thỏa thuận (1),115.884.180.822,-,115.884.180.822,-,115884180822.0,,115884180822.0,
"- Phải thu lãi tiền gửi, cho vay","a.1) Chi tiết theo nội dung > - Phải thu lãi tiền gửi, cho vay","- Phải thu lãi tiền gửi, cho vay",8.757.577.407,-,15.200.287.671,-,8757577407.0,,15200287671.0,
- Phải thu về tạm ứng,a.1) Chi tiết theo nội dung > - Phải thu về tạm ứng,- Phải thu về tạm ứng,13.792.998.956,-,12.372.139.573,-,13792998956.0,,12372139573.0,
"- Các khoản thế chấp, ký quỹ","a.1) Chi tiết theo nội dung > - Các khoản thế chấp, ký quỹ","- Các khoản thế chấp, ký quỹ",236.729.085,-,236.729.085,-,236729085.0,,236729085.0,
- Phải thu Cục thuế Bình Dương tiền hoàn thuế do hủy hợp đồng (2),a.1) Chi tiết theo nội dung > - Phải thu Cục thuế Bình Dương tiền hoàn thuế do hủy hợp đồng (2),- Phải thu Cục thuế Bình Dương tiền hoàn thuế do hủy hợp đồng (2),61.014.602.231,-,61.014.602.231,-,61014602231.0,,61014602231.0,
- Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha (3),a.1) Chi tiết theo nội dung > - Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha (3),- Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha (3),87.986.422.597,-,87.986.422.597,-,87986422597.0,,87986422597.0,
- Phải thu khác,a.1) Chi tiết theo nội dung > - Phải thu khác,- Phải thu khác,2.243.622.083,-,4.408.237.519,-,2243622083.0,,4408237519.0,
,,,346.945.705.413,(24.084.730.833),354.132.171.730,(6.500.510.532),346945705413.0,-24084730833.0,354132171730.0,-6500510532.0
a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,,,,
- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,a.2) Chi tiết theo đối tượng > - Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,673.693.747,-,1.455.465.651,-,673693747.0,,1455465651.0,
- Công ty CP Đầu tư & Phát triển Tân Thành,a.2) Chi tiết theo đối tượng > - Công ty CP Đầu tư & Phát triển Tân Thành,- Công ty CP Đầu tư & Phát triển Tân Thành,172.913.753.054,(24.084.730.833),172.913.753.054,(6.500.510.532),172913753054.0,-24084730833.0,172913753054.0,-6500510532.0
- Công ty TNHH Đầu tư - Xây dựng Tân Phú,a.2) Chi tiết theo đối tượng > - Công ty TNHH Đầu tư - Xây dựng Tân Phú,- Công ty TNHH Đầu tư - Xây dựng Tân Phú,87.986.422.597,-,87.986.422.597,-,87986422597.0,,87986422597.0,
- Cục thuế Bình Dương,a.2) Chi tiết theo đối tượng > - Cục thuế Bình Dương,- Cục thuế Bình Dương,61.014.602.231,-,61.014.602.231,-,61014602231.0,,61014602231.0,
- Các đối tượng khác,a.2) Chi tiết theo đối tượng > - Các đối tượng khác,- Các đối tượng khác,24.357.233.784,-,30.761.928.197,-,24357233784.0,,30761928197.0,
,,,346.945.705.413,(24.084.730.833),354.132.171.730,(6.500.510.532),346945705413.0,-24084730833.0,354132171730.0,-6500510532.0
