row_label_raw,row_label_full,STT,Chỉ tiêu,Thuyết minh,2021 Triệu VND,2020 Triệu VND,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__2021 Triệu VND,numeric__2020 Triệu VND
XI,XI,XI,TỔNG LỢI NHUẬN TRƯỚC THUẾ (MANG SANG TỪ TRANG TRƯỚC),,26.456.721,22.526.169,,,26456721.0,22526169.0
7,7,7,Chi phí thuế thu nhập doanh nghiệp hiện hành,34(a),(4.363.395),(4.984.816),,,-4363395.0,-4984816.0
8,8,8,Chi phí thuế thu nhập doanh nghiệp hoãn lại,34(b),(902.392),502.392,,,-902392.0,502392.0
XII,XII,XII,Chi phí thuế thu nhập doanh nghiệp,,(5.265.787),(4.482.424),,,-5265787.0,-4482424.0
XIII,XIII,XIII,LỢI NHUẬN SAU THUẾ,,21.190.934,18.043.745,,,21190934.0,18043745.0
