row_label_raw,row_label_full,col_0,Vốn điều lệ,Thặng dư vốn cổ phần,Vốn khác,Quỹ của tổ chức tín dụng,Quỹ của tổ chức tín dụng_1,Quỹ của tổ chức tín dụng_2,Lợi nhuận chưa phân phối,Tổng cộng,numeric__Vốn điều lệ,numeric__Thặng dư vốn cổ phần,numeric__Vốn khác,numeric__Quỹ của tổ chức tín dụng,numeric__Quỹ của tổ chức tín dụng_1,numeric__Quỹ của tổ chức tín dụng_2,numeric__Lợi nhuận chưa phân phối,numeric__Tổng cộng
,,,Vốn điều lệ,Thặng dư vốn cổ phần,Vốn khác,Quỹ dự trữ bổ sung vốn điều lệ Triệu VND,Quỹ dự phòng tài chính Triệu VND,Tổng cộng,Triệu VND,Triệu VND,,,,,,,,
Số dư tại ngày 1/1/2021,Số dư tại ngày 1/1/2021,Số dư tại ngày 1/1/2021,37.088.774,4.995.389,412,4.897.572,9.722.766,14.620.338,35.483.283,92.188.196,37088774.0,4995389.0,412.0,4897572.0,9722766.0,14620338.0,35483283.0,92188196.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,-,-,21.190.934,21.190.934,,,,,,,21190934.0,21190934.0
Tạm trích các quỹ dự trữ bất buộc (“DTBB”) trong năm 2021,Tạm trích các quỹ dự trữ bất buộc (“DTBB”) trong năm 2021,Tạm trích các quỹ dự trữ bất buộc (“DTBB”) trong năm 2021,-,-,-,1.059.547,2.119.093,3.178.640,(3.178.640),-,,,,1059547.0,2119093.0,3178640.0,-3178640.0,
"Tạm trích quỹ khen thưởng, phúc lợi (“KTPL”) trong năm 2021","Tạm trích quỹ khen thưởng, phúc lợi (“KTPL”) trong năm 2021","Tạm trích quỹ khen thưởng, phúc lợi (“KTPL”) trong năm 2021",-,-,-,-,-,-,(2.051.535),(2.051.535),,,,,,,-2051535.0,-2051535.0
Điều chính trích lập các quỹ DTBB và quỹ KTPL theo Nghị quyết của Đại hội đồng cổ đông,Điều chính trích lập các quỹ DTBB và quỹ KTPL theo Nghị quyết của Đại hội đồng cổ đông,Điều chính trích lập các quỹ DTBB và quỹ KTPL theo Nghị quyết của Đại hội đồng cổ đông,-,-,-,3.590,7.180,10.770,(353.991),(343.221),,,,3590.0,7180.0,10770.0,-353991.0,-343221.0
Chia cổ tức bằng tiền mặt năm 2020 cho cổ đông (Thuyết minh 23),Chia cổ tức bằng tiền mặt năm 2020 cho cổ đông (Thuyết minh 23),Chia cổ tức bằng tiền mặt năm 2020 cho cổ đông (Thuyết minh 23),-,-,-,-,-,-,(4.450.653),(4.450.653),,,,,,,-4450653.0,-4450653.0
Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,-,-,-,-,(10.245),(10.245),-,(10.245),,,,,-10245.0,-10245.0,,-10245.0
Biến động khác,Biến động khác,Biến động khác,-,-,-,-,-,-,(197),(197),,,,,,,-197.0,-197.0
Số dư tại ngày 31/12/2021,Số dư tại ngày 31/12/2021,Số dư tại ngày 31/12/2021,37.088.774,4.995.389,412,5.960.709,11.838.794,17.799.503,46.639.201,106.523.279,37088774.0,4995389.0,412.0,5960709.0,11838794.0,17799503.0,46639201.0,106523279.0
