row_label_raw,row_label_full,"(a) Các khoản lãi, phí phải trả","(a) Các khoản lãi, phí phải trả_1","(a) Các khoản lãi, phí phải trả_2","numeric__(a) Các khoản lãi, phí phải trả_1","numeric__(a) Các khoản lãi, phí phải trả_2"
,,,31/12/2021Triệu VND,31/12/2020Triệu VND,,
Lãi tiền gửi của khách hàng,Lãi tiền gửi của khách hàng,Lãi tiền gửi của khách hàng,8.788.802,9.350.773,8788802.0,9350773.0
Lãi tiền gửi và vay các TCTD khác,Lãi tiền gửi và vay các TCTD khác,Lãi tiền gửi và vay các TCTD khác,64.802,18.021,64802.0,18021.0
Lãi phải trả phát hành giấy tờ có giá,Lãi phải trả phát hành giấy tờ có giá,Lãi phải trả phát hành giấy tờ có giá,347.900,365.347,347900.0,365347.0
Lãi phải trả cho các công cụ tài chính phải sinh,Lãi phải trả cho các công cụ tài chính phải sinh,Lãi phải trả cho các công cụ tài chính phải sinh,127.446,65.876,127446.0,65876.0
,,,9.328.950,9.800.017,9328950.0,9800017.0
