row_label_raw,row_label_full,STT,Chỉ tiêu > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,31/12/2021Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,31/12/2020Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__Chỉ tiêu > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__31/12/2021Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__31/12/2020Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN
1,1,1,Bảo lãnh vay vốn,2.447.477,654.296,,2447477.0,654296.0
2,2,2,Cam kết giao dịch hồi đoái,81.044.022,116.656.912,,81044022.0,116656912.0
,,,Cam kết mua ngoại tệ,3.470.214,53.984.032,,3470214.0,53984032.0
,,,Cam kết bán ngoại tệ,3.466.305,62.672.880,,3466305.0,62672880.0
,,,Cam kết giao dịch hoán đổi,74.107.503,-,,74107503.0,
4,4,4,Cam kết trong nghiệp vụ thư tín dụng,65.378.199,45.980.494,,65378199.0,45980494.0
5,5,5,Bảo lãnh khác,51.576.893,50.892.327,,51576893.0,50892327.0
6,6,6,Các cam kết khác,-,626.103,,,626103.0
