row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2016,01/01/2016,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2016,numeric__01/01/2016
100,100,100,A. TÀI SẢN NGĂN HẠN,,3.145.299.377.162,2.961.327.782.897,,,3145299377162.0,2961327782897.0
110,110,110,I. Tiền và các khoản tương đương tiền,V.01,205.094.795.946,470.480.211.671,,,205094795946.0,470480211671.0
111,111,111,1. Tiền,,45.994.795.946,78.800.387.331,,,45994795946.0,78800387331.0
112,112,112,2. Các khoản tương đương tiền,,159.100.000.000,391.679.824.340,,,159100000000.0,391679824340.0
120,120,120,II. Đầu tư tài chính ngắn hạn,V.02,372.139.724.107,,,,372139724107.0,
121,121,121,1. Chứng khoán kinh doanh,,,,,,,
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh (*),,,,,,,
123,122 > 123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,,372.139.724.107,,,,372139724107.0,
130,122 > 130,130,III. Các khoản phải thu ngắn hạn,,1.341.778.648.768,1.502.138.490.980,,,1341778648768.0,1502138490980.0
131,122 > 131,131,1. Phải thu ngắn hạn của khách hàng,V.03,351.568.648.030,341.005.305.484,,,351568648030.0,341005305484.0
132,122 > 132,132,2. Trả trước cho người bán ngắn hạn,,840.897.111.408,1.028.788.727.047,,,840897111408.0,1028788727047.0
133,133,133,3. Phải thu nội bộ ngắn hạn,,,,,,,
134,134,134,4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,,,,,,,
135,135,135,5. Phải thu về cho vay ngắn hạn,,,,,,,
136,135 > 136,136,6. Phải thu ngắn hạn khác,V.04,149.312.889.330,132.344.458.449,,,149312889330.0,132344458449.0
137,137,137,7. Dự phòng phải thu ngắn hạn khó đòi (*),,,,,,,
139,139,139,8. Tài sản thiếu chờ xử lý,,,,,,,
140,139 > 140,140,IV. Hàng tồn kho,V.05,1.220.076.327.550,981.793.267.879,,,1220076327550.0,981793267879.0
141,139 > 141,141,1. Hàng tồn kho,,1.220.076.327.550,981.793.267.879,,,1220076327550.0,981793267879.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho (*),,,,,,,
150,149 > 150,150,V. Tài sản ngắn hạn khác,V.13,6.209.880.791,6.915.812.367,,,6209880791.0,6915812367.0
151,151,151,1. Chi phí trả trước ngắn hạn,,,,,,,
152,151 > 152,152,2. Thuế GTGT được khấu trừ,,3.296.660.589,4.519.972.265,,,3296660589.0,4519972265.0
153,151 > 153,153,3. Thuế và các khoản khác phải thu Nhà nước,,2.913.220.202,2.395.840.102,,,2913220202.0,2395840102.0
154,154,154,4. Giao dịch mua bán lại trái phiếu Chính phủ,,,,,,,
155,155,155,5. Tài sản ngắn hạn khác,,,,,,,
