row_label_raw,row_label_full,Tại thúc tại ngày 31/12/2016,Từ 01 năm trở xuống,Trên 01 năm đến 05 năm,Trên 05 năm,Cộng,numeric__Từ 01 năm trở xuống,numeric__Trên 01 năm đến 05 năm,numeric__Trên 05 năm,numeric__Cộng
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,205.353.294.657,,,205.353.294.657,205353294657.0,,,205353294657.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,672.265.922.110,,,672.265.922.110,672265922110.0,,,672265922110.0
Vay và nợ,Vay và nợ,Vay và nợ,518.077.874.801,521.458.306.358,,1.039.536.181.159,518077874801.0,521458306358.0,,1039536181159.0
Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,82.130.353.866,,,82.130.353.866,82130353866.0,,,82130353866.0
Cộng,Cộng,Cộng,1.477.827.445.434,521.458.306.358,,1.999.285.751.792,1477827445434.0,521458306358.0,,1999285751792.0
