row_label_raw,row_label_full,Đối tượng,Mối quan hệ,31/12/2016,01/01/2016,numeric__Mối quan hệ,numeric__31/12/2016,numeric__01/01/2016
+ Công ty CP ĐT & Phát triển Đa quốc gia I.D.I,+ Công ty CP ĐT & Phát triển Đa quốc gia I.D.I,+ Công ty CP ĐT & Phát triển Đa quốc gia I.D.I,Công ty liên kết,5.488.528.979,1.523.316.675,,5488528979.0,1523316675.0
+ Công ty CP Đầu tư DL và Phát triển Thủy sản,+ Công ty CP Đầu tư DL và Phát triển Thủy sản,+ Công ty CP Đầu tư DL và Phát triển Thủy sản,Đầu tư dài hạn khác,86.528.185,,,86528185.0,
+ Công ty CP Tư vấn và Đầu tư tài chính,+ Công ty CP Tư vấn và Đầu tư tài chính,+ Công ty CP Tư vấn và Đầu tư tài chính,Công ty con,16.881.856.000,21.520.384.000,,16881856000.0,21520384000.0
+ Công ty CP ĐT TC & Truyền Thông Quốc Tế,+ Công ty CP ĐT TC & Truyền Thông Quốc Tế,+ Công ty CP ĐT TC & Truyền Thông Quốc Tế,Đầu tư dài hạn khác,10.195.275.800,,,10195275800.0,
