row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
a) Doanh thu,a) Doanh thu,a) Doanh thu,a) Doanh thu,a) Doanh thu,,
Doanh thu bất động sản,a) Doanh thu > Doanh thu bất động sản,Doanh thu bất động sản,488.487.076.495,371.842.683.424,488487076495.0,371842683424.0
Doanh thu cung cấp dịch vụ,a) Doanh thu > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,36.949.885.759,7.817.174.323,36949885759.0,7817174323.0
Doanh thu thương mại,a) Doanh thu > Doanh thu thương mại,Doanh thu thương mại,312.859.716.464,329.766.132.969,312859716464.0,329766132969.0
Doanh thu thức ăn cá,a) Doanh thu > Doanh thu thức ăn cá,Doanh thu thức ăn cá,350.570.449.480,,350570449480.0,
Doanh thu thành phẩm khác,a) Doanh thu > Doanh thu thành phẩm khác,Doanh thu thành phẩm khác,,17.726.100.600,,17726100600.0
Doanh thu xây dựng,a) Doanh thu > Doanh thu xây dựng,Doanh thu xây dựng,271.559.790.544,148.532.727.273,271559790544.0,148532727273.0
+ Doanh thu của hợp đồng xây dựng được ghi nhận trong kỳ,a) Doanh thu > + Doanh thu của hợp đồng xây dựng được ghi nhận trong kỳ,+ Doanh thu của hợp đồng xây dựng được ghi nhận trong kỳ,271.559.790.544,148.532.727.273,271559790544.0,148532727273.0
+ Tổng doanh thu lũy kế của hợp đồng xây dựng được ghi nhận đến thời điểm lập BCTC,a) Doanh thu > + Tổng doanh thu lũy kế của hợp đồng xây dựng được ghi nhận đến thời điểm lập BCTC,+ Tổng doanh thu lũy kế của hợp đồng xây dựng được ghi nhận đến thời điểm lập BCTC,635.929.384.040,364.369.593.496,635929384040.0,364369593496.0
Cộng,a) Doanh thu > Cộng,Cộng,1.460.426.918.742,875.684.818.589,1460426918742.0,875684818589.0
b) Doanh thu đối với các bên liên quan,b) Doanh thu đối với các bên liên quan,b) Doanh thu đối với các bên liên quan,b) Doanh thu đối với các bên liên quan,b) Doanh thu đối với các bên liên quan,,
Đối tượng,Đối tượng,Đối tượng,Mối quan hệ,Năm nay,,
+ Công ty CP Đầu tư và Phát triển Đa Quốc Gia IDI,Đối tượng > + Công ty CP Đầu tư và Phát triển Đa Quốc Gia IDI,+ Công ty CP Đầu tư và Phát triển Đa Quốc Gia IDI,Cty liên kết,682.412.603.064,,682412603064.0
+ Công ty CP Đầu tư Du lịch và Phát triển Thuỷ sản,Đối tượng > + Công ty CP Đầu tư Du lịch và Phát triển Thuỷ sản,+ Công ty CP Đầu tư Du lịch và Phát triển Thuỷ sản,Đầu tư dài hạn khác,55.542.352.400,,55542352400.0
+ Công ty CP ĐT TC & Truyền Thông Quốc Tế,Đối tượng > + Công ty CP ĐT TC & Truyền Thông Quốc Tế,+ Công ty CP ĐT TC & Truyền Thông Quốc Tế,Công ty con,10.195.275.800,,10195275800.0
+ Công ty CP Tư vấn và Đầu tư Tài chính,Đối tượng > + Công ty CP Tư vấn và Đầu tư Tài chính,+ Công ty CP Tư vấn và Đầu tư Tài chính,Đầu tư dài hạn khác,16.881.856.000,,16881856000.0
02 . CÁC KHOẢN GIẢM TRỦ DOANH THU,02 . CÁC KHOẢN GIẢM TRỦ DOANH THU,02 . CÁC KHOẢN GIẢM TRỦ DOANH THU,02 . CÁC KHOẢN GIẢM TRỦ DOANH THU,02 . CÁC KHOẢN GIẢM TRỦ DOANH THU,,
,,,Năm nay,Năm trước,,
Hàng bán bị trả lại,02 . CÁC KHOẢN GIẢM TRỦ DOANH THU > Hàng bán bị trả lại,Hàng bán bị trả lại,129.708.154.836,72.164.550.078,129708154836.0,72164550078.0
Cộng,02 . CÁC KHOẢN GIẢM TRỦ DOANH THU > Cộng,Cộng,129.708.154.836,72.164.550.078,129708154836.0,72164550078.0
03 . GIÁ VỐN HÀNG BÁN,03 . GIÁ VỐN HÀNG BÁN,03 . GIÁ VỐN HÀNG BÁN,03 . GIÁ VỐN HÀNG BÁN,03 . GIÁ VỐN HÀNG BÁN,,
,,,Năm nay,Năm trước,,
- Giá vốn của bất động sản,03 . GIÁ VỐN HÀNG BÁN > - Giá vốn của bất động sản,- Giá vốn của bất động sản,168.418.129.460,150.750.962.781,168418129460.0,150750962781.0
- Giá cung cấp dịch vụ,03 . GIÁ VỐN HÀNG BÁN > - Giá cung cấp dịch vụ,- Giá cung cấp dịch vụ,9.090.258.300,9.753.271.968,9090258300.0,9753271968.0
- Giá vốn thương mại,03 . GIÁ VỐN HÀNG BÁN > - Giá vốn thương mại,- Giá vốn thương mại,312.469.740.312,324.312.071.208,312469740312.0,324312071208.0
- Giá vốn thức ăn cá,03 . GIÁ VỐN HÀNG BÁN > - Giá vốn thức ăn cá,- Giá vốn thức ăn cá,341.410.708.279,,341410708279.0,
- Giá vốn thành phẩm khác,03 . GIÁ VỐN HÀNG BÁN > - Giá vốn thành phẩm khác,- Giá vốn thành phẩm khác,,19.094.238.952,,19094238952.0
- Giá vốn xây dựng,03 . GIÁ VỐN HÀNG BÁN > - Giá vốn xây dựng,- Giá vốn xây dựng,156.301.966.410,117.622.260.410,156301966410.0,117622260410.0
Cộng,03 . GIÁ VỐN HÀNG BÁN > Cộng,Cộng,987.690.802.761,621.532.805.319,987690802761.0,621532805319.0
