row_label_raw,row_label_full,col_0,31/12/2016 > Giá gốc,31/12/2016 > Giá trị ghi số,31/12/2016 > Dự phòng,01/01/2016 > Giá gốc,01/01/2016 > Giá trị ghi số,01/01/2016 > Dự phòng,numeric__31/12/2016 > Giá gốc,numeric__31/12/2016 > Giá trị ghi số,numeric__31/12/2016 > Dự phòng,numeric__01/01/2016 > Giá gốc,numeric__01/01/2016 > Giá trị ghi số,numeric__01/01/2016 > Dự phòng
b1) Ngắn hạn,b1) Ngắn hạn,b1) Ngắn hạn,372.139.724.107,372.139.724.107,,,,,372139724107.0,372139724107.0,,,,
- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,372.139.724.107,372.139.724.107,,,,,372139724107.0,372139724107.0,,,,
b2) Dải hạn,b2) Dải hạn,b2) Dải hạn,5.110.000.000,5.110.000.000,,5.110.000.000,5.110.000.000,,5110000000.0,5110000000.0,,5110000000.0,5110000000.0,
- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,5.110.000.000,5.110.000.000,,5.110.000.000,5.110.000.000,,5110000000.0,5110000000.0,,5110000000.0,5110000000.0,
Cộng,Cộng,Cộng,377.249.724.107,377.249.724.107,,5.110.000.000,5.110.000.000,,377249724107.0,377249724107.0,,5110000000.0,5110000000.0,
c) Đầu tư góp vốn vào đơn vị khác,c) Đầu tư góp vốn vào đơn vị khác,c) Đầu tư góp vốn vào đơn vị khác,31/12/2016,31/12/2016,31/12/2016,01/01/2016,01/01/2016,01/01/2016,,,,,,
c) Đầu tư góp vốn vào đơn vị khác,c) Đầu tư góp vốn vào đơn vị khác,c) Đầu tư góp vốn vào đơn vị khác,Giá gốc,Giá hợp lý,Dự phòng,Giá gốc,Giá hợp lý,Dự phòng,,,,,,
Đầu tư vào công ty con,c) Đầu tư góp vốn vào đơn vị khác > Đầu tư vào công ty con,Đầu tư vào công ty con,560.070.719.800,,(5.452.470.093),413.464.109.800,,(1.393.759.593),560070719800.0,,-5452470093.0,413464109800.0,,-1393759593.0
+ Công ty TNHH Dũng Thịnh Phát (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty TNHH Dũng Thịnh Phát (*),+ Công ty TNHH Dũng Thịnh Phát (*),33.000.000.000,,,33.000.000.000,,,33000000000.0,,,33000000000.0,,
+ Công ty CP Du Lịch Đồng Tháp (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Du Lịch Đồng Tháp (*),+ Công ty CP Du Lịch Đồng Tháp (*),45.391.109.800,,,45.391.109.800,,,45391109800.0,,,45391109800.0,,
+ Công ty CP Phú Hùng Phú Quốc (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Phú Hùng Phú Quốc (*),+ Công ty CP Phú Hùng Phú Quốc (*),335.073.000.000,,(1.378.818.694),335.073.000.000,,(1.393.759.593),335073000000.0,,-1378818694.0,335073000000.0,,-1393759593.0
+ Công ty CP ĐT TC & Truyền Thông Quốc Tế (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP ĐT TC & Truyền Thông Quốc Tế (*),+ Công ty CP ĐT TC & Truyền Thông Quốc Tế (*),11.510.000.000,,(4.073.651.399),,,,11510000000.0,,-4073651399.0,,,
+ Công ty CP Du Lịch An Giang (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Du Lịch An Giang (*),+ Công ty CP Du Lịch An Giang (*),135.096.610.000,,,,,,135096610000.0,,,,,
Đầu tư Công ty liên doanh liên kết,c) Đầu tư góp vốn vào đơn vị khác > Đầu tư Công ty liên doanh liên kết,Đầu tư Công ty liên doanh liên kết,693.608.460.000,291.806.686.020,,200.386.570.000,196.560.744.300,(3.510.000.000),693608460000.0,291806686020.0,,200386570000.0,196560744300.0,-3510000000.0
+ Công ty CP Đầu tư và phát triển Đa Quốc Gia,c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Đầu tư và phát triển Đa Quốc Gia,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia,693.608.460.000,291.806.686.020,,196.876.570.000,196.560.744.300,,693608460000.0,291806686020.0,,196876570000.0,196560744300.0,
+ Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế (*),+ Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế (*),,,,3.510.000.000,,(3.510.000.000),,,,3510000000.0,,-3510000000.0
Đầu tư vào đơn vị khác,c) Đầu tư góp vốn vào đơn vị khác > Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,40.060.000.000,34.650.000.000,(2.031.126.510),40.060.000.000,,(32.587.954),40060000000.0,34650000000.0,-2031126510.0,40060000000.0,,-32587954.0
+ Công ty CP Tư vấn và Đầu tư Tài chính (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Tư vấn và Đầu tư Tài chính (*),+ Công ty CP Tư vấn và Đầu tư Tài chính (*),8.060.000.000,,(31.126.510),8.060.000.000,,(32.587.954),8060000000.0,,-31126510.0,8060000000.0,,-32587954.0
,,,15.000.000.000,34.650.000.000,,15.000.000.000,82.500.000.000,,15000000000.0,34650000000.0,,15000000000.0,82500000000.0,
+ Công ty CP Đầu tư Du lịch và Phát triển Thủy sản,+ Công ty CP Đầu tư Du lịch và Phát triển Thủy sản,+ Công ty CP Đầu tư Du lịch và Phát triển Thủy sản,,,,,,,,,,,,
+ Công ty CP Nhứt Hồng (*),+ Công ty CP Đầu tư Du lịch và Phát triển Thủy sản > + Công ty CP Nhứt Hồng (*),+ Công ty CP Nhứt Hồng (*),15.000.000.000,,,15.000.000.000,,,15000000000.0,,,15000000000.0,,
+ Công ty CP Bóng Đá Đồng Tháp (*),+ Công ty CP Đầu tư Du lịch và Phát triển Thủy sản > + Công ty CP Bóng Đá Đồng Tháp (*),+ Công ty CP Bóng Đá Đồng Tháp (*),2.000.000.000,,(2.000.000.000),2.000.000.000,,,2000000000.0,,-2000000000.0,2000000000.0,,
Cộng,+ Công ty CP Đầu tư Du lịch và Phát triển Thủy sản > Cộng,Cộng,1.293.739.179.800,326.456.686.020,(7.483.596.603),653.910.679.800,196.560.744.300,(4.936.347.547),1293739179800.0,326456686020.0,-7483596603.0,653910679800.0,196560744300.0,-4936347547.0
