row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2016,01/01/2016,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2016,numeric__01/01/2016
200,200,200,B. TÀI SẢN DÀI HẠN,,1.501.851.318.031,827.934.159.833,,,1501851318031.0,827934159833.0
210,210,210,I. Các khoản phải thu dài hạn,,10.000.000,,,,10000000.0,
211,211,211,1. Phải thu dài hạn của khách hàng,,,,,,,
212,212,212,2. Trả trước cho người bán dài hạn,,,,,,,
213,213,213,3. Vốn kinh doanh ở đơn vị trực thuộc,,,,,,,
214,214,214,3. Phải thu nội bộ dài hạn,,,,,,,
215,215,215,5. Phải thu về cho vay dài hạn,,,,,,,
216,215 > 216,216,6. Phải thu dài hạn khác,,10.000.000,,,,10000000.0,
219,219,219,7. Dự phòng phải thu dài hạn khó đòi (*),,,,,,,
220,219 > 220,220,II. Tài sản cố định,,67.097.131.919,111.076.087.599,,,67097131919.0,111076087599.0
221,219 > 221,221,1. Tài sản cố định hữu hình,V.07,38.822.346.997,80.599.484.495,,,38822346997.0,80599484495.0
222,219 > 222,222,- Nguyên giá,,50.325.194.516,109.097.365.157,,,50325194516.0,109097365157.0
223,219 > 223,223,- Giá trị hao mòn luỹ kế (*),,(11.502.847.519),(28.497.880.662),,,-11502847519.0,-28497880662.0
224,224,224,2. Tài sản cố định thuê tài chính,,,,,,,
225,225,225,- Nguyên giá,,,,,,,
226,226,226,- Giá trị hao mòn luỹ kế (*),,,,,,,
227,226 > 227,227,3. Tài sản cố định vô hình,V.08,28.274.784.922,30.476.603.104,,,28274784922.0,30476603104.0
228,226 > 228,228,- Nguyên giá,,28.274.784.922,30.476.603.104,,,28274784922.0,30476603104.0
229,229,229,- Giá trị hao mòn luỹ kế (*),,,,,,,
230,229 > 230,230,III. Bất động sản đầu tư,V.09,125.030.620.497,47.884.453.137,,,125030620497.0,47884453137.0
231,229 > 231,231,- Nguyên giá,,150.656.384.255,52.489.956.454,,,150656384255.0,52489956454.0
232,229 > 232,232,- Giá trị hao mòn luỹ kế (*),,(25.625.763.758),(4.605.503.317),,,-25625763758.0,-4605503317.0
240,229 > 240,240,IV. Tài sản dở dang dài hạn,V.06,3.683.548.342,3.683.548.342,,,3683548342.0,3683548342.0
241,241,241,"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",,,,,,,
242,241 > 242,242,2. Chi phí xây dựng cơ bản dở dang,,3.683.548.342,3.683.548.342,,,3683548342.0,3683548342.0
250,241 > 250,250,V. Đầu tư tài chính dài hạn,V.02,1.291.365.583.197,654.084.332.253,,,1291365583197.0,654084332253.0
251,241 > 251,251,1. Đầu tư vào công ty con,,560.070.719.800,413.464.109.800,,,560070719800.0,413464109800.0
252,241 > 252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,693.608.460.000,200.386.570.000,,,693608460000.0,200386570000.0
253,241 > 253,253,3. Đầu tư góp vốn vào đơn vị khác,,40.060.000.000,40.060.000.000,,,40060000000.0,40060000000.0
254,241 > 254,254,4. Dự phòng đầu tư tài chính dài hạn (*),,(7.483.596.603),(4.936.347.547),,,-7483596603.0,-4936347547.0
255,241 > 255,255,5. Đầu tư nằm giữ đến ngày đáo hạn,,5.110.000.000,5.110.000.000,,,5110000000.0,5110000000.0
260,241 > 260,260,V. Tài sản dài hạn khác,,14.664.434.076,11.205.738.502,,,14664434076.0,11205738502.0
261,241 > 261,261,1. Chi phí trả trước dài hạn,V.10,14.664.434.076,11.205.738.502,,,14664434076.0,11205738502.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,,,,,,,
263,263,263,"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",,,,,,,
268,268,268,4. Tài sản dài hạn khác,,,,,,,
270,268 > 270,270,TỔNG CỘNG TÀI SẢN,,4.647.150.695.193,3.789.261.942.730,,,4647150695193.0,3789261942730.0
