row_label_raw,row_label_full,PHẢI THU KHÁCH HÀNG,31/12/2016,01/01/2016,numeric__31/12/2016,numeric__01/01/2016
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,351.568.648.030,341.005.305.484,351568648030.0,341005305484.0
+ Công ty CP ĐT & Phát triển Đa quốc gia I.D.I,+ Công ty CP ĐT & Phát triển Đa quốc gia I.D.I,+ Công ty CP ĐT & Phát triển Đa quốc gia I.D.I,5.488.528.979,1.523.316.675,5488528979.0,1523316675.0
+ Công ty CP Tư vấn và Đầu tư tài chính,+ Công ty CP Tư vấn và Đầu tư tài chính,+ Công ty CP Tư vấn và Đầu tư tài chính,16.881.856.000,21.520.384.000,16881856000.0,21520384000.0
+ Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế,+ Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế,+ Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế,10.195.275.800,,10195275800.0,
+ Công ty CP SATRA Thái Sơn,+ Công ty CP SATRA Thái Sơn,+ Công ty CP SATRA Thái Sơn,6.974.620.468,6.974.620.468,6974620468.0,6974620468.0
+ Khách hàng khác,+ Khách hàng khác,+ Khách hàng khác,312.028.366.783,"310.986.984,341",312028366783.0,310986984.341
b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
Cộng,b) Dài hạn > Cộng,Cộng,351.568.648.030,341.005.305.484,351568648030.0,341005305484.0
