row_label_raw,row_label_full,"Chi phí nguyên, vật liệu",286.240.531,1.754.795.195,numeric__286.240.531,numeric__1.754.795.195
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",4.733.252.937,692.155.691,4733252937.0,692155691.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,27.680.131.797,19.313.663.498,27680131797.0,19313663498.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,3.854.144.689,1.902.011.412,3854144689.0,1902011412.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,16.324.964.722,1.072.367.175,16324964722.0,1072367175.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",120.480.501,,120480501.0,
Các khoản chi phí QLDN khác,Các khoản chi phí QLDN khác,Các khoản chi phí QLDN khác,8.873.080.539,16.410.741.798,8873080539.0,16410741798.0
Cộng,Cộng,Cộng,61.872.295.716,41.145.672.767,61872295716.0,41145672767.0
