row_label_raw,row_label_full,b) Vay dài hạn (tiếp theo),31/12/2016 > Giá trị,31/12/2016 > Số có khả năng trả nợ,Trongký > Tăng,Trongký > Giảm,Đơn vị tính: VND01/01/2016 > Giá trị,Đơn vị tính: VND01/01/2016 > Số có khả năng trả nợ,numeric__31/12/2016 > Giá trị,numeric__31/12/2016 > Số có khả năng trả nợ,numeric__Trongký > Tăng,numeric__Trongký > Giảm,numeric__Đơn vị tính: VND01/01/2016 > Giá trị,numeric__Đơn vị tính: VND01/01/2016 > Số có khả năng trả nợ
- Ngân hàng TMCP Liên Việt An Giang,- Ngân hàng TMCP Liên Việt An Giang,- Ngân hàng TMCP Liên Việt An Giang,77.071.050.000,77.071.050.000,,21.508.950.000,98.580.000.000,98.580.000.000,77071050000.0,77071050000.0,,21508950000.0,98580000000.0,98580000000.0
- Ngân hàng Ngoại thương An Giang,- Ngân hàng Ngoại thương An Giang,- Ngân hàng Ngoại thương An Giang,28.306.822.800,28.306.822.800,,11.230.000.000,39.536.822.800,39.536.822.800,28306822800.0,28306822800.0,,11230000000.0,39536822800.0,39536822800.0
- Ngân hàng TMCP Phương Đông An Giang,- Ngân hàng TMCP Phương Đông An Giang,- Ngân hàng TMCP Phương Đông An Giang,,,,5.880.000.000,5.880.000.000,5.880.000.000,,,,5880000000.0,5880000000.0,5880000000.0
- Ngân hàng TMCP Quốc Dân An Giang,- Ngân hàng TMCP Quốc Dân An Giang,- Ngân hàng TMCP Quốc Dân An Giang,22.921.000.000,22.921.000.000,22.921.000.000,,,,22921000000.0,22921000000.0,22921000000.0,,,
- Ngân hàng TMCP Tiên Phong An Giang,- Ngân hàng TMCP Tiên Phong An Giang,- Ngân hàng TMCP Tiên Phong An Giang,60.000.000.000,60.000.000.000,50.000.000.000,12.000.000.000,22.000.000.000,22.000.000.000,60000000000.0,60000000000.0,50000000000.0,12000000000.0,22000000000.0,22000000000.0
- Đối tượng khác,- Đối tượng khác,- Đối tượng khác,132.145.788.758,132.145.788.758,196.916.773.000,155.684.055.642,90.913.071.400,90.913.071.400,132145788758.0,132145788758.0,196916773000.0,155684055642.0,90913071400.0,90913071400.0
Trên 5 năm,Trên 5 năm,Trên 5 năm,6.865.130.000,6.865.130.000,,1.300.000.000,8.165.130.000,8.165.130.000,6865130000.0,6865130000.0,,1300000000.0,8165130000.0,8165130000.0
- Ngân hàng Ngoại thương An Giang,- Ngân hàng Ngoại thương An Giang,- Ngân hàng Ngoại thương An Giang,6.865.130.000,6.865.130.000,,1.300.000.000,8.165.130.000,8.165.130.000,6865130000.0,6865130000.0,,1300000000.0,8165130000.0,8165130000.0
Cộng,Cộng,Cộng,521.458.306.358,521.458.306.358,269.837.773.000,275.967.005.642,527.587.539.000,527.587.539.000,521458306358.0,521458306358.0,269837773000.0,275967005642.0,527587539000.0,527587539000.0
