row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BẢO CẢO CỦA BẢN TỔNG GIÁM ĐỐC,BẢO CẢO CỦA BẢN TỔNG GIÁM ĐỐC,BẢO CẢO CỦA BẢN TỔNG GIÁM ĐỐC,1 - 2,
BẢO CẢO KIỂM TOÁN ĐỘC LẬP,BẢO CẢO KIỂM TOÁN ĐỘC LẬP,BẢO CẢO KIỂM TOÁN ĐỘC LẬP,3 - 4,
BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,5 - 6,
BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,7,7.0
BẢO CẢO LU'REU CHUYÊN TIỀN TỆ HỢP NHẤT,BẢO CẢO LU'REU CHUYÊN TIỀN TỆ HỢP NHẤT,BẢO CẢO LU'REU CHUYÊN TIỀN TỆ HỢP NHẤT,8 - 9,
THUYÊT MINH BẢO CẢO TÀI CHÍNH HỢP NHẤT,THUYÊT MINH BẢO CẢO TÀI CHÍNH HỢP NHẤT,THUYÊT MINH BẢO CẢO TÀI CHÍNH HỢP NHẤT,10 - 62,
