row_label_raw,row_label_full,Số đầu năm,Số cuối nămVND > 2.622.657.523.805,Số đầu năm(Trình bày lại)VND > 2.511.561.532.587,numeric__Số cuối nămVND > 2.622.657.523.805,numeric__Số đầu năm(Trình bày lại)VND > 2.511.561.532.587
"Lãi từ các công ty liên doanh, liên kết","Lãi từ các công ty liên doanh, liên kết","Lãi từ các công ty liên doanh, liên kết",382.862.566.873,335.929.802.184,382862566873.0,335929802184.0
Cổ tức được chia trong năm,Cổ tức được chia trong năm,Cổ tức được chia trong năm,(227.593.598.563),(224.833.810.966),-227593598563.0,-224833810966.0
Số cuối năm,Số cuối năm,Số cuối năm,2.777.926.492.115,2.622.657.523.805,2777926492115.0,2622657523805.0
