row_label_raw,row_label_full,Mã số,Số đã trình bày VND,Số trình bày lại VND,Thay đối VND,numeric__Số đã trình bày VND,numeric__Số trình bày lại VND,numeric__Thay đối VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01 16.138.803.338.201,16.141.224.773.371,2.421.435.170,,16141224773371.0,2421435170.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02 48.925.751.234,18.064.056.201,(30.861.695.033),,18064056201.0,-30861695033.0
Giá vốn hàng bán và cung cấp dịch vụ,Giá vốn hàng bán và cung cấp dịch vụ,Giá vốn hàng bán và cung cấp dịch vụ,11 8.317.720.290.779,8.295.605.070.971,(22.115.219.808),,8295605070971.0,-22115219808.0
"Phân lãi trong công ty liên doanh, liên kết","Phân lãi trong công ty liên doanh, liên kết","Phân lãi trong công ty liên doanh, liên kết",24 321.141.080.030,335.929.802.184,14.788.722.154,,335929802184.0,14788722154.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25 306.173.746.235,340.121.610.771,33.947.864.536,,340121610771.0,33947864536.0
Chi phí khác,Chi phí khác,Chi phí khác,32 27.484.194.080,20.546.032.891,(6.938.161.189),,20546032891.0,-6938161189.0
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,50 7.574.998.251.567,7.618.175.620.385,43.177.368.818,,7618175620385.0,43177368818.0
Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,51 1.446.139.437.916,1.451.817.167.249,5.677.729.333,,1451817167249.0,5677729333.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,60 6.147.854.161.225,6.185.353.800.710,37.499.639.485,,6185353800710.0,37499639485.0
