row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu năm(Trình bày lại)VND,numeric__Số cuối nămVND,numeric__Số đầu năm(Trình bày lại)VND
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,
"Phải thu Nhà nước chi phí, thuế thu nhập doanh nghiệp trả hộ liên quan đến hoạt động khu bay (i)","a. Ngắn hạn > Phải thu Nhà nước chi phí, thuế thu nhập doanh nghiệp trả hộ liên quan đến hoạt động khu bay (i)","Phải thu Nhà nước chi phí, thuế thu nhập doanh nghiệp trả hộ liên quan đến hoạt động khu bay (i)",-,1.204.277.523.381,,1204277523381.0
Phải thu Nhà nước liên quan tài sản khu bay (i),a. Ngắn hạn > Phải thu Nhà nước liên quan tài sản khu bay (i),Phải thu Nhà nước liên quan tài sản khu bay (i),1.202.274.161.409,1.156.084.384.094,1202274161409.0,1156084384094.0
Phải thu lãi tiền gửi có kỳ hạn,a. Ngắn hạn > Phải thu lãi tiền gửi có kỳ hạn,Phải thu lãi tiền gửi có kỳ hạn,1.106.261.851.954,758.571.057.533,1106261851954.0,758571057533.0
Phải thu về cổ phần hóa - Quỹ hỗ trợ sắp xếp doanh nghiệp (ii),a. Ngắn hạn > Phải thu về cổ phần hóa - Quỹ hỗ trợ sắp xếp doanh nghiệp (ii),Phải thu về cổ phần hóa - Quỹ hỗ trợ sắp xếp doanh nghiệp (ii),61.464.089.344,-,61464089344.0,
Phải thu về cổ phần hóa – Chi phí cổ phần hóa (ii),a. Ngắn hạn > Phải thu về cổ phần hóa – Chi phí cổ phần hóa (ii),Phải thu về cổ phần hóa – Chi phí cổ phần hóa (ii),19.570.715.787,19.570.715.787,19570715787.0,19570715787.0
Bàn giao tài sản khí tượng cho Tổng Công ty Quản lý Bay,a. Ngắn hạn > Bàn giao tài sản khí tượng cho Tổng Công ty Quản lý Bay,Bàn giao tài sản khí tượng cho Tổng Công ty Quản lý Bay,55.749.867.742,55.654.707.061,55749867742.0,55654707061.0
Thuế giá trị gia tăng đầu vào chưa kê khai khẩu trừ,a. Ngắn hạn > Thuế giá trị gia tăng đầu vào chưa kê khai khẩu trừ,Thuế giá trị gia tăng đầu vào chưa kê khai khẩu trừ,14.563.216.984,29.473.482.496,14563216984.0,29473482496.0
Tạm ứng,a. Ngắn hạn > Tạm ứng,Tạm ứng,9.410.329.444,9.073.285.903,9410329444.0,9073285903.0
Cổ tức được chia,a. Ngắn hạn > Cổ tức được chia,Cổ tức được chia,652.500.000,26.250.000.000,652500000.0,26250000000.0
Phải thu khác,a. Ngắn hạn > Phải thu khác,Phải thu khác,40.664.028.588,53.315.594.696,40664028588.0,53315594696.0
,,,2.510.610.761.252,3.312.270.750.951,2510610761252.0,3312270750951.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn khác các bên liên quan (Thuyết minh 40),Trong đó: > Phải thu ngắn hạn khác các bên liên quan (Thuyết minh 40),Phải thu ngắn hạn khác các bên liên quan (Thuyết minh 40),653.256.636,-,653256636.0,
