row_label_raw,row_label_full,1,Thu nhập lãi và các khoản thu nhập tương tự,numeric__Thu nhập lãi và các khoản thu nhập tương tự
2,2,2,Chi phí lãi và các chi phí tương tự,
I,I,I,Thu nhập lãi thuần,
3,3,3,Thu nhập từ hoạt động dịch vụ,
4,4,4,Chi phí hoạt động dịch vụ,
II,II,II,Lãi/(lỗ) thuần từ hoạt động dịch vụ,
III,III,III,Lãi thuần từ hoạt động kinh doanh ngoại hối,
IV,IV,IV,Lãi/(lỗ) thuần từ mua bán chứng khoán kinh doanh,
5,5,5,Thu nhập từ hoạt động khác,
6,6,6,Chi phí hoạt động khác,
VI,VI,VI,Lãi thuần từ hoạt động khác,
VII,VII,VII,"Thu nhập từ góp vốn, mua cổ phần",
,,,Tổng thu nhập hoạt động,
VIII,VIII,VIII,Chi phí hoạt động,
IX,IX,IX,Lợi nhuận thuần từ hoạt động kinh doanh trước chỉ phí dự phòng rủi ro tín dụng,
X,X,X,Chi phí dự phòng rủi ro tín dụng,
XI,XI,XI,Tổng lợi nhuận trước thuế,
7,7,7,Chi phí thuế TNDN hiện hành,
8,8,8,Lợi ích thuế TNDN hoãn lại,
XII,XII,XII,Chi phí thuế TNDN,
XIII,XIII,XIII,Lợi nhuận sau thuế,
