row_label_raw,row_label_full,Thuế giá trị gia tăng,Số dư tại ngày1/1/2018Triệu VND > 19.114,Phát sinh trong năm > Số phải nộpTriệu VND > 521.397,Phát sinh trong năm > Số đã nộpTriệu VND > (509.316),Số dư tại ngày 31/12/2018 > Phải trảTriệu VND > 50.938,Số dư tại ngày 31/12/2018 > Ứng trướcTriệu VND > (19.743),Số dư tại ngày 31/12/2018 > Tổng cộngTriệu VND > 31.195,numeric__Số dư tại ngày1/1/2018Triệu VND > 19.114,numeric__Phát sinh trong năm > Số phải nộpTriệu VND > 521.397,numeric__Phát sinh trong năm > Số đã nộpTriệu VND > (509.316),numeric__Số dư tại ngày 31/12/2018 > Phải trảTriệu VND > 50.938,numeric__Số dư tại ngày 31/12/2018 > Ứng trướcTriệu VND > (19.743),numeric__Số dư tại ngày 31/12/2018 > Tổng cộngTriệu VND > 31.195
Thuế TNDN hiện hành,Thuế TNDN hiện hành,Thuế TNDN hiện hành,276.435,3.652.243,(2.585.774),1.342.984,(80),1.342.904,276435.0,3652243.0,-2585774.0,1342984.0,-80.0,1342904.0
Trong đó:,Trong đó:,Trong đó:,,,,,,,,,,,,
- Thuế TNDN của Vietcombank,Trong đó: > - Thuế TNDN của Vietcombank,- Thuế TNDN của Vietcombank,276.569,3.648.356,(2.581.941),1.342.984,-,1.342.984,276569.0,3648356.0,-2581941.0,1342984.0,,1342984.0
- Điều chỉnh thuế các năm trước,Trong đó: > - Điều chỉnh thuế các năm trước,- Điều chỉnh thuế các năm trước,(78),3.889,(3.833),-,(22),(22),-78.0,3889.0,-3833.0,,-22.0,-22.0
- Nghĩa vụ thuế năm 2008 của Vinafico,Trong đó: > - Nghĩa vụ thuế năm 2008 của Vinafico,- Nghĩa vụ thuế năm 2008 của Vinafico,(56),(2),-,-,(58),(58),-56.0,-2.0,,,-58.0,-58.0
Thuế TNDN hoãn lại phải trả,Trong đó: > Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,20.052,(757),-,19.295,-,19.295,20052.0,-757.0,,19295.0,,19295.0
Các loại thuế khác,Trong đó: > Các loại thuế khác,Các loại thuế khác,170.717,1.091.535,(1.046.085),216.169,(2),216.167,170717.0,1091535.0,-1046085.0,216169.0,-2.0,216167.0
,,,486.318,5.264.418,(4.141.175),1.629.386,(19.825),1.609.561,486318.0,5264418.0,-4141175.0,1629386.0,-19825.0,1609561.0
