row_label_raw,row_label_full,STT,Chỉ tiêu,Thuyết minh,2018 Triệu VND,2017 Triệu VND,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__2018 Triệu VND,numeric__2017 Triệu VND
XI,XI,XI,TỔNG LỢI NHUẬN TRƯỚC THUẾ (MANG SANG TỪ TRANG TRƯỚC),,18.269.226,11.341.361,,,18269226.0,11341361.0
7,7,7,Chi phí thuế thu nhập doanh nghiệp hiện hành,34,(3.648.356),(2.234.378),,34.0,-3648356.0,-2234378.0
8,8,8,Lợi ích thuế thu nhập doanh nghiệp hoãn lại,,1.192,3.605,,,1192.0,3605.0
XII,XII,XII,Chi phí thuế thu nhập doanh nghiệp,,(3.647.164),(2.230.773),,,-3647164.0,-2230773.0
XIII,XIII,XIII,LỢI NHUẬN SAU THUẾ,,14.622.062,9.110.588,,,14622062.0,9110588.0
XIV,XIV,XIV,Lợi ích của cổ đông không kiểm soát,,(16.484),(19.518),,,-16484.0,-19518.0
XVI,XVI,XVI,Lợi nhuận thuần của cổ đông Ngân hàng,,14.605.578,9.091.070,,,14605578.0,9091070.0
XV,XV,XV,Lãi cơ bản trên cổ phiếu (VND/cổ phiếu) (Trình bày lại),35,3.584,1.994,,35.0,3584.0,1994.0
