row_label_raw,row_label_full,col_0,col_1,VNDTriệu VND,USDTriệu VND,EURTriệu VND,Tiền tệ khácTriệu VND,Tổng cộngTriệu VND,numeric__col_1,numeric__VNDTriệu VND,numeric__USDTriệu VND,numeric__EURTriệu VND,numeric__Tiền tệ khácTriệu VND,numeric__Tổng cộngTriệu VND
Tài sân,Tài sân,Tài sân,Tài sân,Tài sân,Tài sân,Tài sân,Tài sân,Tài sân,,,,,,
I,Tài sân > I,I,"Tiền mặt, vàng bạc, đá quý",9.761.340,2.256.509,382.899,391.297,12.792.045,,9761340.0,2256509.0,382899.0,391297.0,12792045.0
II,Tài sân > II,II,Tiền gửi tại Ngân hàng Nhà nước,6.697.288,3.455.277,-,693.136,10.845.701,,6697288.0,3455277.0,,693136.0,10845701.0
III,Tài sân > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác – gộp,128.555.420,93.092.824,15.969.022,13.610.771,251.228.037,,128555420.0,93092824.0,15969022.0,13610771.0,251228037.0
IV,Tài sân > IV,IV,Chứng khoán kinh doanh – gộp,2.725.051,-,-,-,2.725.051,,2725051.0,,,,2725051.0
V,Tài sân > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,52.883.329,(52.589.913),24.157,(41.590),275.983,,52883329.0,-52589913.0,24157.0,-41590.0,275983.0
VI,Tài sân > VI,VI,Cho vay khách hàng – gộp,546.317.853,85.326.240,205.318,17.347,631.866.758,,546317853.0,85326240.0,205318.0,17347.0,631866758.0
VII,Tài sân > VII,VII,Chứng khoán đầu tư – gộp,91.572.289,58.000.000,-,-,149.572.289,,91572289.0,58000000.0,,,149572289.0
VIII,Tài sân > VIII,VIII,"Góp vốn, đầu tư dài hạn – gộp",2.543.065,-,-,-,2.543.065,,2543065.0,,,,2543065.0
IX,Tài sân > IX,IX,Tài sản cố định,6.480.883,31.629,-,14.954,6.527.466,,6480883.0,31629.0,,14954.0,6527466.0
X,Tài sân > X,X,Tài sản Có khác – gộp,15.675.239,1.446.272,13.406,225.381,17.360.298,,15675239.0,1446272.0,13406.0,225381.0,17360298.0
Tổng tài sân,Tài sân > Tổng tài sân,Tổng tài sân,Tổng tài sân,863.211.757,191.018.838,16.594.802,14.911.296,1.085.736.693,,863211757.0,191018838.0,16594802.0,14911296.0,1085736693.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,
I,Nợ phải trả > I,I,Các khoản nợ Chính phủ và NHNN và tiền gửi và vay các TCTD khác,105.617.026,39.478.270,12.642.279,9.471.819,167.209.394,,105617026.0,39478270.0,12642279.0,9471819.0,167209394.0
II,Nợ phải trả > II,II,Tiền gửi của khách hàng,650.088.165,143.798.570,4.845.694,3.196.686,801.929.115,,650088165.0,143798570.0,4845694.0,3196686.0,801929115.0
IV,Nợ phải trả > IV,IV,"Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",25.803,-,-,-,25.803,,25803.0,,,,25803.0
V,Nợ phải trả > V,V,Phát hành giấy tờ có giá,21.460.097,1.035,-,-,21.461.132,,21460097.0,1035.0,,,21461132.0
VI,Nợ phải trả > VI,VI,Các khoản nợ phải trả khác,19.170.514,1.820.716,110.713,119.794,21.221.737,,19170514.0,1820716.0,110713.0,119794.0,21221737.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,796.361.605,185.098.591,17.598.686,12.788.299,1.011.847.181,,796361605.0,185098591.0,17598686.0,12788299.0,1011847181.0
Trạng thái tiền tệ nội bằng,Nợ phải trả > Trạng thái tiền tệ nội bằng,Trạng thái tiền tệ nội bằng,Trạng thái tiền tệ nội bằng,66.850.152,5.920.247,(1.003.884),2.122.997,73.889.512,,66850152.0,5920247.0,-1003884.0,2122997.0,73889512.0
