row_label_raw,row_label_full,col_0,Ngành kinh doanh,Tỷ lệ vốn góp (%),Giá gốc Triệu VND,Giá trị ghi số Triệu VND,numeric__Ngành kinh doanh,numeric__Tỷ lệ vốn góp (%),numeric__Giá gốc Triệu VND,numeric__Giá trị ghi số Triệu VND
Công ty Liên doanh TNHH Vietcombank – Bonday – Bến Thành (i),Công ty Liên doanh TNHH Vietcombank – Bonday – Bến Thành (i),Công ty Liên doanh TNHH Vietcombank – Bonday – Bến Thành (i),Cho thuê văn phòng,52%,410.365,452.854,,0.52,410365.0,452854.0
Công ty Liên doanh Quản lý Quỹ đầu tư,Công ty Liên doanh Quản lý Quỹ đầu tư,Công ty Liên doanh Quản lý Quỹ đầu tư,Quản lý quỹ đầu tư,51%,135.150,136.665,,0.51,135150.0,136665.0
Chứng khoán Vietcombank (i),Chứng khoán Vietcombank (i),Chứng khoán Vietcombank (i),Bảo hiểm nhân thọ,45%,270.000,272.048,,0.45,270000.0,272048.0
,,,,,815.515,861.567,,,815515.0,861567.0
