row_label_raw,row_label_full,col_0,Mối liên hệ,2018Triệu VNDThu nhập/(chi phí),2017Triệu VND,numeric__Mối liên hệ,numeric__2018Triệu VNDThu nhập/(chi phí),numeric__2017Triệu VND
Ngân hàng Nhà nước Việt NamThu nhập từ lãi tiền gửiChi phí lãi tiền gửi và tiền vay,Ngân hàng Nhà nước Việt NamThu nhập từ lãi tiền gửiChi phí lãi tiền gửi và tiền vay,Ngân hàng Nhà nước Việt NamThu nhập từ lãi tiền gửiChi phí lãi tiền gửi và tiền vay,Đại diệnchủ sở hữu,216.309(152.162),134.601(173.156),,,
Bộ Tài chínhChi phí lãi tiền gửiChi phí lãi tiền vay,Bộ Tài chínhChi phí lãi tiền gửiChi phí lãi tiền vay,Bộ Tài chínhChi phí lãi tiền gửiChi phí lãi tiền vay,Bên liênquan củachủ sở hữu,(1.287.656)(31.792),(565.023)(28.991),,,
