row_label_raw,row_label_full,CHI PHI BAN HANG,CHI PHI BAN HANG_1,CHI PHI BAN HANG_2,numeric__CHI PHI BAN HANG_1,numeric__CHI PHI BAN HANG_2
,,,Năm nay VND,Năm trước (Trình bày lai) VND,,
Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,13.867.938.450,21.656.836.175,13867938450.0,21656836175.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,236.023.873.950,180.521.472.970,236023873950.0,180521472970.0
Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,34.553.516.161,28.524.688.354,34553516161.0,28524688354.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,5.778.008.231,4.039.449.304,5778008231.0,4039449304.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,125.515.597.710,93.457.335.542,125515597710.0,93457335542.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,137.884.248.782,95.730.530.123,137884248782.0,95730530123.0
,,,553.623.183.284,423.930.312.468,553623183284.0,423930312468.0
