row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng VND,Số cuối năm > Giá trị VND,Số đầu năm > Số lượng VND,Số đầu năm > Giá trị VND,numeric__Số cuối năm > Số lượng VND,numeric__Số cuối năm > Giá trị VND,numeric__Số đầu năm > Số lượng VND,numeric__Số đầu năm > Giá trị VND
Vàng (chỉ),Vàng (chỉ),Vàng (chỉ),230,770.583.999,161.83,485.490.600,230.0,770583999.0,16183.0,485490600.0
Tài sản khác,Tài sản khác,Tài sản khác,,297.310.081,,75.505.643,,297310081.0,,75505643.0
,,,230,1.067.894.080,161.83,560.996.243,230.0,1067894080.0,16183.0,560996243.0
