row_label_raw,row_label_full,col_0,Mã số,Trình bàynăm trước > VND,Số trình bày lại > VND,Thay đổi > VND,numeric__Mã số,numeric__Trình bàynăm trước > VND,numeric__Số trình bày lại > VND,numeric__Thay đổi > VND
Tài sản thuê thu nhập hoãn lại,Tài sản thuê thu nhập hoãn lại,Tài sản thuê thu nhập hoãn lại,262,2.496.952.070,3.098.940.958,601.988.888,262.0,2496952070.0,3098940958.0,601988888.0
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,313,30.738.737.942,110.436.940.943,79.698.203.001,313.0,30738737942.0,110436940943.0,79698203001.0
Lợi nhuận sau thuê chưa phân phối,Lợi nhuận sau thuê chưa phân phối,Lợi nhuận sau thuê chưa phân phối,421,191.963.254.734,112.867.040.621,(79.096.214.113),421.0,191963254734.0,112867040621.0,-79096214113.0
- Lợi nhuận sau thuê chưa phân phối lũykế đến cuối năm trước,- Lợi nhuận sau thuê chưa phân phối lũykế đến cuối năm trước,- Lợi nhuận sau thuê chưa phân phối lũykế đến cuối năm trước,421a,39.660.441.986,37.321.323.959,(2.339.118.027),,39660441986.0,37321323959.0,-2339118027.0
- Lợi nhuận sau thuê chưa phân phối námpay,- Lợi nhuận sau thuê chưa phân phối námpay,- Lợi nhuận sau thuê chưa phân phối námpay,421b,152.302.812.748,75.545.716.662,(76.757.096.086),,152302812748.0,75545716662.0,-76757096086.0
