row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại),numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
C.,C.,C.,NỘ PHẢI TRÀ,300,,2.087.660.199.499,1.660.638.093.551,,300.0,,2087660199499.0,1660638093551.0
I.,I.,I.,Nợ ngắn hạn,310,,2.021.660.998.255,1.581.405.866.182,,310.0,,2021660998255.0,1581405866182.0
I.,I.,I.,1. Phải trả người bán ngắn hạn,311,20,325.730.741.078,191.247.911.541,,311.0,20.0,325730741078.0,191247911541.0
I.,I.,I.,2. Người mua trả tiền trước ngắn hạn,312,,56.039.039.794,20.139.296.256,,312.0,,56039039794.0,20139296256.0
I.,I.,I.,3. Thuế và các khoản phải nộp,,,,,,,,,
I.,I. > I.,I.,Nhà nước,313,13,87.438.899.372,110.436.940.943,,313.0,13.0,87438899372.0,110436940943.0
I.,I. > I.,I.,4. Phải trả người lao động,314,,27.859.516.199,17.885.744.572,,314.0,,27859516199.0,17885744572.0
I.,I. > I.,I.,5. Chỉ phí phải trả ngắn hạn,315,,6.354.714.739,5.022.483.042,,315.0,,6354714739.0,5022483042.0
I.,I. > I.,I.,6. Phải trả ngắn hạn khác,319,21,27.608.104.037,29.031.191.004,,319.0,21.0,27608104037.0,29031191004.0
I.,I. > I.,I.,7. Vay ngắn hạn,320,22,1.448.954.945.047,1.189.260.458.896,,320.0,22.0,1448954945047.0,1189260458896.0
I.,I. > I.,I.,"8. Quỹ khen thưởng, phúc lợi",322,,41.675.037.989,18.381.839.928,,322.0,,41675037989.0,18381839928.0
II.,I. > II.,II.,Nợ dài hạn,330,,65.999.201.244,79.232.227.369,,330.0,,65999201244.0,79232227369.0
II.,I. > II.,II.,1. Phải trả dài hạn khác,337,21,628.026.000,403.668.000,,337.0,21.0,628026000.0,403668000.0
II.,I. > II.,II.,2. Vay dài hạn,338,23,58.994.000.000,72.388.000.000,,338.0,23.0,58994000000.0,72388000000.0
II.,I. > II.,II.,3. Dự phòng phải trả dài hạn,342,24,6.377.175.244,6.440.559.369,,342.0,24.0,6377175244.0,6440559369.0
D.,I. > D.,D.,VỐN CHỦ SỞ HỮU,400,,1.500.326.710.664,1.315.253.331.404,,400.0,,1500326710664.0,1315253331404.0
I.,I. > I.,I.,Vốn chủ sở hữu,410,25,1.500.326.710.664,1.315.253.331.404,,410.0,25.0,1500326710664.0,1315253331404.0
I.,I. > I.,I.,1. Vốn góp của chủ sở hữu,411,,982.745.770.000,982.745.770.000,,411.0,,982745770000.0,982745770000.0
I.,I. > I.,I.,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,982.745.770.000,982.745.770.000,,,,982745770000.0,982745770000.0
I.,I. > I.,I.,2. Cổ phiếu quỹ,415,,(7.090.000),(7.090.000),,415.0,,-7090000.0,-7090000.0
I.,I. > I.,I.,3. Quỹ đầu tư phát triển,418,,144.087.556.918,219.647.610.783,,418.0,,144087556918.0,219647610783.0
I.,I. > I.,I.,4. Lợi nhuận sau thuế chưa phân phối,421,,373.500.473.746,112.867.040.621,,421.0,,373500473746.0,112867040621.0
I.,I. > I.,I.,- Lợi nhuận sau thuế chưa phân phối lũy,421a,,-,37.321.323.959,,,,,37321323959.0
I.,I.,I.,kế đến cuối năm trước,,,,,,,,,
I.,I. > I.,I.,- Lợi nhuận sau thuế chưa phân phối năm,421b,,373.500.473.746,75.545.716.662,,,,373500473746.0,75545716662.0
I.,I.,I.,nay,,,,,,,,,
TỔNG CỘNG NGUỒN VỐN (440=300+400),I. > TỔNG CỘNG NGUỒN VỐN (440=300+400),TỔNG CỘNG NGUỒN VỐN (440=300+400),TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,3.587.986.910.163,2.975.891.424.955,,440.0,,3587986910163.0,2975891424955.0
