row_label_raw,row_label_full,a. Đầu tư nằm giữ đến ngày đào hạn,Số cuối năm > Giá gốc VND > 65.000.000,Số cuối năm > Dự phòng VND > -,Số cuối năm > Giá trị hợp lý VND > 65.000.000,Số đầu năm > Giá gốc VND > 65.000.000,Số đầu năm > Dự phòng VND > -,Số đầu năm > Giá trị hợp lý VND > 65.000.000,numeric__Số cuối năm > Giá gốc VND > 65.000.000,numeric__Số cuối năm > Dự phòng VND > -,numeric__Số cuối năm > Giá trị hợp lý VND > 65.000.000,numeric__Số đầu năm > Giá gốc VND > 65.000.000,numeric__Số đầu năm > Dự phòng VND > -,numeric__Số đầu năm > Giá trị hợp lý VND > 65.000.000
- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,65.000.000,-,65.000.000,65.000.000,-,65.000.000,65000000.0,,65000000.0,65000000.0,,65000000.0
"Ngắn hàng Thương mại Cổ phần An Bình (""AB Bank"")","Ngắn hàng Thương mại Cổ phần An Bình (""AB Bank"")","Ngắn hàng Thương mại Cổ phần An Bình (""AB Bank"")",65.000.000,-,65.000.000,65.000.000,-,65.000.000,65000000.0,,65000000.0,65000000.0,,65000000.0
b. Đầu tư góp vốn vào đơn vị khác - Đầu tư vào đơn vị khác,b. Đầu tư góp vốn vào đơn vị khác - Đầu tư vào đơn vị khác,b. Đầu tư góp vốn vào đơn vị khác - Đầu tư vào đơn vị khác,395.271.613.400,(395.271.613.400),-,395.271.613.400,(310.579.863.400),84.691.750.000,395271613400.0,-395271613400.0,,395271613400.0,-310579863400.0,84691750000.0
"Ngắn hàng Thương mại Cổ phần Đòng A (""DAB"")","Ngắn hàng Thương mại Cổ phần Đòng A (""DAB"")","Ngắn hàng Thương mại Cổ phần Đòng A (""DAB"")",395.271.613.400,(395.271.613.400),-,395.271.613.400,(310.579.863.400),84.691.750.000,395271613400.0,-395271613400.0,,395271613400.0,-310579863400.0,84691750000.0
,,,395.336.613.400,(395.271.613.400),65.000.000,395.336.613.400,(310.579.863.400),84.756.750.000,395336613400.0,-395271613400.0,65000000.0,395336613400.0,-310579863400.0,84756750000.0
