row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị VND,Số đầu năm > Số có khả năng trả nợ VND,Trong năm > Tăng VND,Trong năm > Giám VND,Số cuối năm > Giá trị VND,Số cuối năm > Số có khả năng trả nợ VND,numeric__Số đầu năm > Giá trị VND,numeric__Số đầu năm > Số có khả năng trả nợ VND,numeric__Trong năm > Tăng VND,numeric__Trong năm > Giám VND,numeric__Số cuối năm > Giá trị VND,numeric__Số cuối năm > Số có khả năng trả nợ VND
Ngắn hàng Thương mại Cổ phần Đông Á,Ngắn hàng Thương mại Cổ phần Đông Á,Ngắn hàng Thương mại Cổ phần Đông Á,26.370.000.000,25.370.000.000,-,(16.680.000.000),9.690.000.000,9.690.000.000,26370000000.0,25370000000.0,,-16680000000.0,9690000000.0,9690000000.0
Ngắn hàng Thương mại Cổ phần Á Châu,Ngắn hàng Thương mại Cổ phần Á Châu,Ngắn hàng Thương mại Cổ phần Á Châu,46.018.000.000,46.018.000.000,-,(11.514.000.000),34.504.000.000,34.504.000.000,46018000000.0,46018000000.0,,-11514000000.0,34504000000.0,34504000000.0
Ngắn hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,Ngắn hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,Ngắn hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,-,-,18.500.000.000,(3.700.000.000),14.800.000.000,14.800.000.000,,,18500000000.0,-3700000000.0,14800000000.0,14800000000.0
,,,72.388.000.000,72.388.000.000,18.500.000.000,(31.894.000.000),58.994.000.000,58.994.000.000,72388000000.0,72388000000.0,18500000000.0,-31894000000.0,58994000000.0,58994000000.0
